,date,volume
7008,2021-11-04 23:42:27+00:00,24
7007,2021-11-04 23:42:29+00:00,25
7006,2021-11-04 23:42:37+00:00,25
7005,2021-11-04 23:42:39+00:00,24
7004,2021-11-04 23:42:42+00:00,24
7003,2021-11-04 23:42:43+00:00,26
7002,2021-11-04 23:42:46+00:00,25
7001,2021-11-04 23:42:47+00:00,26
7000,2021-11-04 23:42:49+00:00,26
6999,2021-11-04 23:42:55+00:00,26
6998,2021-11-04 23:42:59+00:00,24
6997,2021-11-04 23:43:06+00:00,24
6996,2021-11-04 23:43:09+00:00,24
6995,2021-11-04 23:43:12+00:00,24
6994,2021-11-04 23:43:13+00:00,25
6993,2021-11-04 23:43:17+00:00,24
6992,2021-11-04 23:43:18+00:00,24
6991,2021-11-04 23:43:20+00:00,24
6990,2021-11-04 23:43:22+00:00,25
6989,2021-11-04 23:43:23+00:00,26
6988,2021-11-04 23:43:24+00:00,25
6987,2021-11-04 23:43:25+00:00,27
6986,2021-11-04 23:43:28+00:00,27
6985,2021-11-04 23:43:31+00:00,25
6984,2021-11-04 23:43:34+00:00,26
6983,2021-11-04 23:43:35+00:00,27
6982,2021-11-04 23:43:38+00:00,27
6981,2021-11-04 23:43:48+00:00,23
6980,2021-11-04 23:43:49+00:00,24
6979,2021-11-04 23:44:03+00:00,24
6978,2021-11-04 23:44:13+00:00,23
6977,2021-11-04 23:44:14+00:00,23
6976,2021-11-04 23:44:15+00:00,24
6975,2021-11-04 23:44:16+00:00,25
6974,2021-11-04 23:44:18+00:00,25
6973,2021-11-04 23:44:20+00:00,25
6972,2021-11-04 23:44:21+00:00,24
6971,2021-11-04 23:44:22+00:00,25
6970,2021-11-04 23:44:23+00:00,25
6969,2021-11-04 23:44:24+00:00,25
6968,2021-11-04 23:44:25+00:00,24
6967,2021-11-04 23:44:27+00:00,24
6966,2021-11-04 23:44:30+00:00,24
6965,2021-11-04 23:44:35+00:00,24
6964,2021-11-04 23:44:37+00:00,24
6963,2021-11-04 23:44:40+00:00,23
6962,2021-11-04 23:44:42+00:00,25
6961,2021-11-04 23:44:43+00:00,27
6960,2021-11-04 23:44:44+00:00,28
6959,2021-11-04 23:44:49+00:00,28
6958,2021-11-04 23:44:52+00:00,28
6957,2021-11-04 23:44:53+00:00,29
6956,2021-11-04 23:44:54+00:00,30
6955,2021-11-04 23:44:58+00:00,32
6954,2021-11-04 23:45:01+00:00,35
6953,2021-11-04 23:45:02+00:00,36
6952,2021-11-04 23:45:05+00:00,33
6951,2021-11-04 23:45:12+00:00,34
6950,2021-11-04 23:45:13+00:00,35
6949,2021-11-04 23:45:25+00:00,26
6948,2021-11-04 23:45:34+00:00,23
6947,2021-11-04 23:45:35+00:00,25
6946,2021-11-04 23:45:36+00:00,25
6945,2021-11-04 23:45:41+00:00,23
6944,2021-11-04 23:45:42+00:00,24
6943,2021-11-04 23:45:48+00:00,21
6942,2021-11-04 23:45:50+00:00,21
6941,2021-11-04 23:45:55+00:00,18
6940,2021-11-04 23:46:09+00:00,13
6939,2021-11-04 23:46:10+00:00,14
6938,2021-11-04 23:46:14+00:00,13
6937,2021-11-04 23:46:18+00:00,14
6936,2021-11-04 23:46:20+00:00,15
6935,2021-11-04 23:46:21+00:00,16
6934,2021-11-04 23:46:23+00:00,17
6933,2021-11-04 23:46:28+00:00,18
6932,2021-11-04 23:46:39+00:00,15
6931,2021-11-04 23:46:44+00:00,16
6930,2021-11-04 23:46:47+00:00,17
6929,2021-11-04 23:46:49+00:00,18
6928,2021-11-04 23:46:50+00:00,19
6927,2021-11-04 23:46:53+00:00,19
6926,2021-11-04 23:46:54+00:00,20
6925,2021-11-04 23:46:56+00:00,20
6924,2021-11-04 23:46:58+00:00,22
6923,2021-11-04 23:46:59+00:00,23
6922,2021-11-04 23:47:11+00:00,22
6921,2021-11-04 23:47:14+00:00,24
6920,2021-11-04 23:47:17+00:00,25
6919,2021-11-04 23:47:19+00:00,25
6918,2021-11-04 23:47:21+00:00,26
6917,2021-11-04 23:47:23+00:00,26
6916,2021-11-04 23:47:30+00:00,24
6915,2021-11-04 23:47:34+00:00,25
6914,2021-11-04 23:47:41+00:00,23
6913,2021-11-04 23:47:43+00:00,24
6912,2021-11-04 23:47:45+00:00,25
6911,2021-11-04 23:47:51+00:00,22
6910,2021-11-04 23:47:54+00:00,22
6909,2021-11-04 23:47:55+00:00,22
6908,2021-11-04 23:48:00+00:00,19
6907,2021-11-04 23:48:01+00:00,20
6906,2021-11-04 23:48:03+00:00,22
6905,2021-11-04 23:48:04+00:00,23
6904,2021-11-04 23:48:08+00:00,24
6903,2021-11-04 23:48:10+00:00,25
6902,2021-11-04 23:48:11+00:00,26
6901,2021-11-04 23:48:12+00:00,25
6900,2021-11-04 23:48:15+00:00,26
6899,2021-11-04 23:48:16+00:00,27
6898,2021-11-04 23:48:17+00:00,28
6897,2021-11-04 23:48:24+00:00,23
6896,2021-11-04 23:48:27+00:00,24
6895,2021-11-04 23:48:37+00:00,23
6894,2021-11-04 23:48:39+00:00,24
6893,2021-11-04 23:48:40+00:00,25
6892,2021-11-04 23:48:42+00:00,25
6891,2021-11-04 23:48:54+00:00,22
6890,2021-11-04 23:48:55+00:00,22
6889,2021-11-04 23:48:56+00:00,22
6888,2021-11-04 23:48:57+00:00,25
6887,2021-11-04 23:48:59+00:00,29
6886,2021-11-04 23:49:03+00:00,27
6885,2021-11-04 23:49:06+00:00,27
6884,2021-11-04 23:49:09+00:00,28
6883,2021-11-04 23:49:10+00:00,29
6882,2021-11-04 23:49:13+00:00,26
6881,2021-11-04 23:49:15+00:00,27
6880,2021-11-04 23:49:16+00:00,27
6879,2021-11-04 23:49:24+00:00,26
6878,2021-11-04 23:49:27+00:00,26
6877,2021-11-04 23:49:28+00:00,27
6876,2021-11-04 23:49:29+00:00,28
6875,2021-11-04 23:49:31+00:00,29
6874,2021-11-04 23:49:36+00:00,30
6873,2021-11-04 23:49:40+00:00,29
6872,2021-11-04 23:49:41+00:00,30
6871,2021-11-04 23:49:44+00:00,30
6870,2021-11-04 23:49:54+00:00,31
6869,2021-11-04 23:49:57+00:00,27
6868,2021-11-04 23:49:58+00:00,27
6867,2021-11-04 23:50:00+00:00,25
6866,2021-11-04 23:50:01+00:00,26
6865,2021-11-04 23:50:02+00:00,27
6864,2021-11-04 23:50:03+00:00,28
6863,2021-11-04 23:50:08+00:00,25
6862,2021-11-04 23:50:15+00:00,23
6861,2021-11-04 23:50:16+00:00,23
6860,2021-11-04 23:50:28+00:00,20
6859,2021-11-04 23:50:29+00:00,20
6858,2021-11-04 23:50:32+00:00,19
6857,2021-11-04 23:50:34+00:00,20
6856,2021-11-04 23:50:36+00:00,21
6855,2021-11-04 23:50:45+00:00,17
6854,2021-11-04 23:50:48+00:00,18
6853,2021-11-04 23:50:49+00:00,20
6852,2021-11-04 23:50:51+00:00,21
6851,2021-11-04 23:50:52+00:00,22
6850,2021-11-04 23:50:55+00:00,22
6849,2021-11-04 23:50:56+00:00,23
6848,2021-11-04 23:51:03+00:00,18
6847,2021-11-04 23:51:06+00:00,18
6846,2021-11-04 23:51:09+00:00,18
6845,2021-11-04 23:51:10+00:00,19
6844,2021-11-04 23:51:11+00:00,20
6843,2021-11-04 23:51:12+00:00,21
6842,2021-11-04 23:51:13+00:00,22
6841,2021-11-04 23:51:19+00:00,21
6840,2021-11-04 23:51:21+00:00,23
6839,2021-11-04 23:51:25+00:00,24
6838,2021-11-04 23:51:26+00:00,26
6837,2021-11-04 23:51:29+00:00,27
6836,2021-11-04 23:51:30+00:00,27
6835,2021-11-04 23:51:41+00:00,25
6834,2021-11-04 23:51:43+00:00,26
6833,2021-11-04 23:51:48+00:00,26
6832,2021-11-04 23:51:50+00:00,24
6831,2021-11-04 23:51:52+00:00,24
6830,2021-11-04 23:51:57+00:00,22
6829,2021-11-04 23:51:59+00:00,24
6828,2021-11-04 23:52:00+00:00,25
6827,2021-11-04 23:52:04+00:00,25
6826,2021-11-04 23:52:07+00:00,25
6825,2021-11-04 23:52:11+00:00,24
6824,2021-11-04 23:52:12+00:00,24
6823,2021-11-04 23:52:17+00:00,23
6822,2021-11-04 23:52:25+00:00,21
6821,2021-11-04 23:52:29+00:00,18
6820,2021-11-04 23:52:35+00:00,17
6819,2021-11-04 23:52:38+00:00,18
6818,2021-11-04 23:52:40+00:00,19
6817,2021-11-04 23:52:43+00:00,19
6816,2021-11-04 23:52:47+00:00,19
6815,2021-11-04 23:52:49+00:00,21
6814,2021-11-04 23:52:50+00:00,23
6813,2021-11-04 23:52:53+00:00,23
6812,2021-11-04 23:52:58+00:00,22
6811,2021-11-04 23:53:07+00:00,20
6810,2021-11-04 23:53:09+00:00,20
6809,2021-11-04 23:53:18+00:00,19
6808,2021-11-04 23:53:20+00:00,20
6807,2021-11-04 23:53:24+00:00,21
6806,2021-11-04 23:53:26+00:00,21
6805,2021-11-04 23:53:28+00:00,22
6804,2021-11-04 23:53:31+00:00,22
6803,2021-11-04 23:53:36+00:00,22
6802,2021-11-04 23:53:48+00:00,17
6801,2021-11-04 23:53:51+00:00,15
6800,2021-11-04 23:53:52+00:00,16
6799,2021-11-04 23:53:55+00:00,17
6798,2021-11-04 23:53:58+00:00,18
6797,2021-11-04 23:54:00+00:00,18
6796,2021-11-04 23:54:02+00:00,20
6795,2021-11-04 23:54:11+00:00,18
6794,2021-11-04 23:54:12+00:00,19
6793,2021-11-04 23:54:13+00:00,22
6792,2021-11-04 23:54:18+00:00,23
6791,2021-11-04 23:54:19+00:00,23
6790,2021-11-04 23:54:21+00:00,23
6789,2021-11-04 23:54:24+00:00,24
6788,2021-11-04 23:54:28+00:00,24
6787,2021-11-04 23:54:29+00:00,24
6786,2021-11-04 23:54:30+00:00,25
6785,2021-11-04 23:54:31+00:00,26
6784,2021-11-04 23:54:33+00:00,27
6783,2021-11-04 23:54:35+00:00,28
6782,2021-11-04 23:54:38+00:00,29
6781,2021-11-04 23:54:39+00:00,30
6780,2021-11-04 23:54:43+00:00,31
6779,2021-11-04 23:54:46+00:00,33
6778,2021-11-04 23:54:51+00:00,32
6777,2021-11-04 23:54:58+00:00,29
6776,2021-11-04 23:55:02+00:00,28
6775,2021-11-04 23:55:07+00:00,28
6774,2021-11-04 23:55:08+00:00,30
6773,2021-11-04 23:55:16+00:00,27
6772,2021-11-04 23:55:28+00:00,24
6771,2021-11-04 23:55:29+00:00,23
6770,2021-11-04 23:55:30+00:00,23
6769,2021-11-04 23:55:31+00:00,23
6768,2021-11-04 23:55:33+00:00,22
6767,2021-11-04 23:55:38+00:00,20
6766,2021-11-04 23:55:39+00:00,20
6765,2021-11-04 23:55:41+00:00,20
6764,2021-11-04 23:55:46+00:00,20
6763,2021-11-04 23:55:48+00:00,20
6762,2021-11-04 23:55:49+00:00,21
6761,2021-11-04 23:56:14+00:00,15
6760,2021-11-04 23:56:30+00:00,14
6759,2021-11-04 23:56:32+00:00,14
6758,2021-11-04 23:56:33+00:00,15
6757,2021-11-04 23:56:38+00:00,15
6756,2021-11-04 23:56:40+00:00,15
6755,2021-11-04 23:56:45+00:00,14
6754,2021-11-04 23:56:46+00:00,15
6753,2021-11-04 23:56:50+00:00,14
6752,2021-11-04 23:56:56+00:00,16
6751,2021-11-04 23:56:57+00:00,18
6750,2021-11-04 23:56:58+00:00,19
6749,2021-11-04 23:57:10+00:00,20
6748,2021-11-04 23:57:13+00:00,21
6747,2021-11-04 23:57:16+00:00,21
6746,2021-11-04 23:57:18+00:00,22
6745,2021-11-04 23:57:21+00:00,23
6744,2021-11-04 23:57:24+00:00,24
6743,2021-11-04 23:57:27+00:00,25
6742,2021-11-04 23:57:32+00:00,24
6741,2021-11-04 23:57:34+00:00,23
6740,2021-11-04 23:57:41+00:00,21
6739,2021-11-04 23:57:45+00:00,22
6738,2021-11-04 23:57:49+00:00,19
6737,2021-11-04 23:57:52+00:00,18
6736,2021-11-04 23:57:53+00:00,19
6735,2021-11-04 23:57:54+00:00,20
6734,2021-11-04 23:57:55+00:00,21
6733,2021-11-04 23:57:56+00:00,23
6732,2021-11-04 23:57:57+00:00,23
6731,2021-11-04 23:57:58+00:00,22
6730,2021-11-04 23:58:00+00:00,22
6729,2021-11-04 23:58:02+00:00,24
6728,2021-11-04 23:58:06+00:00,25
6727,2021-11-04 23:58:08+00:00,27
6726,2021-11-04 23:58:12+00:00,27
6725,2021-11-04 23:58:15+00:00,26
6724,2021-11-04 23:58:16+00:00,28
6723,2021-11-04 23:58:19+00:00,27
6722,2021-11-04 23:58:21+00:00,29
6721,2021-11-04 23:58:22+00:00,30
6720,2021-11-04 23:58:23+00:00,31
6719,2021-11-04 23:58:27+00:00,31
6718,2021-11-04 23:58:31+00:00,31
6717,2021-11-04 23:58:34+00:00,32
6716,2021-11-04 23:58:38+00:00,32
6715,2021-11-04 23:58:40+00:00,33
6714,2021-11-04 23:58:48+00:00,32
6713,2021-11-04 23:58:53+00:00,31
6712,2021-11-04 23:58:55+00:00,30
6711,2021-11-04 23:58:58+00:00,27
6710,2021-11-04 23:59:03+00:00,24
6709,2021-11-04 23:59:05+00:00,26
6708,2021-11-04 23:59:09+00:00,24
6707,2021-11-04 23:59:12+00:00,25
6706,2021-11-04 23:59:15+00:00,25
6705,2021-11-04 23:59:19+00:00,24
6704,2021-11-04 23:59:25+00:00,19
6703,2021-11-04 23:59:28+00:00,19
6702,2021-11-04 23:59:42+00:00,15
6701,2021-11-04 23:59:46+00:00,16
6700,2021-11-04 23:59:47+00:00,18
6699,2021-11-04 23:59:51+00:00,18
6698,2021-11-04 23:59:54+00:00,18
6697,2021-11-04 23:59:55+00:00,19
6696,2021-11-04 23:59:58+00:00,19
6695,2021-11-05 00:00:00+00:00,19
6694,2021-11-05 00:00:02+00:00,20
6693,2021-11-05 00:00:03+00:00,21
6692,2021-11-05 00:00:08+00:00,19
6691,2021-11-05 00:00:13+00:00,18
6690,2021-11-05 00:00:16+00:00,17
6689,2021-11-05 00:00:19+00:00,18
6688,2021-11-05 00:00:25+00:00,18
6687,2021-11-05 00:00:31+00:00,17
6686,2021-11-05 00:00:32+00:00,18
6685,2021-11-05 00:00:34+00:00,19
6684,2021-11-05 00:00:45+00:00,19
6683,2021-11-05 00:00:47+00:00,19
6682,2021-11-05 00:00:48+00:00,18
6681,2021-11-05 00:00:49+00:00,20
6680,2021-11-05 00:00:57+00:00,18
6679,2021-11-05 00:00:59+00:00,18
6678,2021-11-05 00:01:02+00:00,18
6677,2021-11-05 00:01:07+00:00,17
6676,2021-11-05 00:01:23+00:00,15
6675,2021-11-05 00:01:26+00:00,15
6674,2021-11-05 00:01:31+00:00,16
6673,2021-11-05 00:01:35+00:00,14
6672,2021-11-05 00:01:37+00:00,15
6671,2021-11-05 00:01:41+00:00,16
6670,2021-11-05 00:01:42+00:00,17
6669,2021-11-05 00:01:44+00:00,18
6668,2021-11-05 00:01:49+00:00,15
6667,2021-11-05 00:01:51+00:00,16
6666,2021-11-05 00:01:53+00:00,18
6665,2021-11-05 00:01:58+00:00,18
6664,2021-11-05 00:02:00+00:00,19
6663,2021-11-05 00:02:02+00:00,21
6662,2021-11-05 00:02:05+00:00,21
6661,2021-11-05 00:02:06+00:00,22
6660,2021-11-05 00:02:08+00:00,21
6659,2021-11-05 00:02:09+00:00,22
6658,2021-11-05 00:02:18+00:00,25
6657,2021-11-05 00:02:24+00:00,25
6656,2021-11-05 00:02:27+00:00,26
6655,2021-11-05 00:02:31+00:00,28
6654,2021-11-05 00:02:32+00:00,28
6653,2021-11-05 00:02:34+00:00,30
6652,2021-11-05 00:02:35+00:00,32
6651,2021-11-05 00:02:36+00:00,33
6650,2021-11-05 00:02:37+00:00,34
6649,2021-11-05 00:02:39+00:00,34
6648,2021-11-05 00:02:46+00:00,32
6647,2021-11-05 00:02:48+00:00,33
6646,2021-11-05 00:02:50+00:00,32
6645,2021-11-05 00:02:51+00:00,33
6644,2021-11-05 00:02:53+00:00,32
6643,2021-11-05 00:03:04+00:00,27
6642,2021-11-05 00:03:05+00:00,28
6641,2021-11-05 00:03:06+00:00,31
6640,2021-11-05 00:03:09+00:00,30
6639,2021-11-05 00:03:21+00:00,28
6638,2021-11-05 00:03:27+00:00,28
6637,2021-11-05 00:03:30+00:00,26
6636,2021-11-05 00:03:37+00:00,19
6635,2021-11-05 00:03:41+00:00,18
6634,2021-11-05 00:03:46+00:00,19
6633,2021-11-05 00:03:48+00:00,19
6632,2021-11-05 00:03:52+00:00,17
6631,2021-11-05 00:03:54+00:00,18
6630,2021-11-05 00:03:56+00:00,19
6629,2021-11-05 00:04:03+00:00,20
6628,2021-11-05 00:04:04+00:00,21
6627,2021-11-05 00:04:05+00:00,21
6626,2021-11-05 00:04:08+00:00,17
6625,2021-11-05 00:04:11+00:00,16
6624,2021-11-05 00:04:21+00:00,17
6623,2021-11-05 00:04:22+00:00,17
6622,2021-11-05 00:04:25+00:00,18
6621,2021-11-05 00:04:29+00:00,18
6620,2021-11-05 00:04:33+00:00,18
6619,2021-11-05 00:04:48+00:00,16
6618,2021-11-05 00:04:53+00:00,14
6617,2021-11-05 00:04:55+00:00,14
6616,2021-11-05 00:04:56+00:00,15
6615,2021-11-05 00:04:59+00:00,15
6614,2021-11-05 00:05:10+00:00,13
6613,2021-11-05 00:05:11+00:00,14
6612,2021-11-05 00:05:14+00:00,14
6611,2021-11-05 00:05:20+00:00,15
6610,2021-11-05 00:05:23+00:00,14
6609,2021-11-05 00:05:26+00:00,14
6608,2021-11-05 00:05:27+00:00,15
6607,2021-11-05 00:05:34+00:00,14
6606,2021-11-05 00:05:39+00:00,15
6605,2021-11-05 00:05:47+00:00,16
6604,2021-11-05 00:05:53+00:00,16
6603,2021-11-05 00:05:56+00:00,15
6602,2021-11-05 00:06:04+00:00,14
6601,2021-11-05 00:06:11+00:00,13
6600,2021-11-05 00:06:17+00:00,12
6599,2021-11-05 00:06:18+00:00,13
6598,2021-11-05 00:06:21+00:00,13
6597,2021-11-05 00:06:28+00:00,11
6596,2021-11-05 00:06:37+00:00,11
6595,2021-11-05 00:06:42+00:00,11
6594,2021-11-05 00:06:45+00:00,12
6593,2021-11-05 00:06:46+00:00,13
6592,2021-11-05 00:06:48+00:00,13
6591,2021-11-05 00:06:51+00:00,14
6590,2021-11-05 00:06:54+00:00,14
6589,2021-11-05 00:06:55+00:00,15
6588,2021-11-05 00:06:57+00:00,15
6587,2021-11-05 00:07:02+00:00,16
6586,2021-11-05 00:07:08+00:00,16
6585,2021-11-05 00:07:12+00:00,16
6584,2021-11-05 00:07:17+00:00,18
6583,2021-11-05 00:07:24+00:00,16
6582,2021-11-05 00:07:33+00:00,16
6581,2021-11-05 00:07:37+00:00,17
6580,2021-11-05 00:07:41+00:00,18
6579,2021-11-05 00:07:52+00:00,14
6578,2021-11-05 00:07:55+00:00,15
6577,2021-11-05 00:07:56+00:00,15
6576,2021-11-05 00:07:58+00:00,15
6575,2021-11-05 00:08:07+00:00,15
6574,2021-11-05 00:08:09+00:00,15
6573,2021-11-05 00:08:12+00:00,16
6572,2021-11-05 00:08:13+00:00,15
6571,2021-11-05 00:08:14+00:00,16
6570,2021-11-05 00:08:21+00:00,16
6569,2021-11-05 00:08:41+00:00,13
6568,2021-11-05 00:08:42+00:00,13
6567,2021-11-05 00:08:48+00:00,14
6566,2021-11-05 00:08:50+00:00,16
6565,2021-11-05 00:08:52+00:00,17
6564,2021-11-05 00:08:59+00:00,13
6563,2021-11-05 00:09:01+00:00,14
6562,2021-11-05 00:09:02+00:00,15
6561,2021-11-05 00:09:05+00:00,16
6560,2021-11-05 00:09:08+00:00,16
6559,2021-11-05 00:09:09+00:00,18
6558,2021-11-05 00:09:12+00:00,18
6557,2021-11-05 00:09:14+00:00,17
6556,2021-11-05 00:09:16+00:00,17
6555,2021-11-05 00:09:17+00:00,18
6554,2021-11-05 00:09:23+00:00,18
6553,2021-11-05 00:09:26+00:00,19
6552,2021-11-05 00:09:28+00:00,20
6551,2021-11-05 00:09:29+00:00,21
6550,2021-11-05 00:09:35+00:00,22
6549,2021-11-05 00:09:41+00:00,23
6548,2021-11-05 00:09:42+00:00,23
6547,2021-11-05 00:09:47+00:00,23
6546,2021-11-05 00:09:52+00:00,21
6545,2021-11-05 00:09:55+00:00,21
6544,2021-11-05 00:09:59+00:00,22
6543,2021-11-05 00:10:00+00:00,22
6542,2021-11-05 00:10:01+00:00,23
6541,2021-11-05 00:10:04+00:00,22
6540,2021-11-05 00:10:13+00:00,18
6539,2021-11-05 00:10:18+00:00,16
6538,2021-11-05 00:10:20+00:00,20
6537,2021-11-05 00:10:26+00:00,20
6536,2021-11-05 00:10:29+00:00,19
6535,2021-11-05 00:10:32+00:00,19
6534,2021-11-05 00:10:41+00:00,19
6533,2021-11-05 00:10:42+00:00,19
6532,2021-11-05 00:10:44+00:00,19
6531,2021-11-05 00:10:47+00:00,20
6530,2021-11-05 00:10:50+00:00,20
6529,2021-11-05 00:10:52+00:00,21
6528,2021-11-05 00:10:55+00:00,21
6527,2021-11-05 00:10:56+00:00,21
6526,2021-11-05 00:10:57+00:00,22
6525,2021-11-05 00:10:58+00:00,24
6524,2021-11-05 00:11:03+00:00,22
6523,2021-11-05 00:11:06+00:00,23
6522,2021-11-05 00:11:13+00:00,24
6521,2021-11-05 00:11:26+00:00,19
6520,2021-11-05 00:11:29+00:00,19
6519,2021-11-05 00:11:34+00:00,18
6518,2021-11-05 00:11:36+00:00,19
6517,2021-11-05 00:11:38+00:00,21
6516,2021-11-05 00:11:39+00:00,22
6515,2021-11-05 00:11:40+00:00,23
6514,2021-11-05 00:11:44+00:00,22
6513,2021-11-05 00:11:49+00:00,23
6512,2021-11-05 00:11:55+00:00,22
6511,2021-11-05 00:11:59+00:00,18
6510,2021-11-05 00:12:03+00:00,20
6509,2021-11-05 00:12:05+00:00,19
6508,2021-11-05 00:12:08+00:00,19
6507,2021-11-05 00:12:15+00:00,19
6506,2021-11-05 00:12:18+00:00,20
6505,2021-11-05 00:12:20+00:00,22
6504,2021-11-05 00:12:29+00:00,22
6503,2021-11-05 00:12:31+00:00,22
6502,2021-11-05 00:12:33+00:00,23
6501,2021-11-05 00:12:36+00:00,24
6500,2021-11-05 00:12:38+00:00,23
6499,2021-11-05 00:12:40+00:00,22
6498,2021-11-05 00:12:42+00:00,22
6497,2021-11-05 00:12:53+00:00,19
6496,2021-11-05 00:12:59+00:00,20
6495,2021-11-05 00:13:02+00:00,19
6494,2021-11-05 00:13:03+00:00,21
6493,2021-11-05 00:13:10+00:00,19
6492,2021-11-05 00:13:21+00:00,16
6491,2021-11-05 00:13:22+00:00,17
6490,2021-11-05 00:13:26+00:00,18
6489,2021-11-05 00:13:29+00:00,19
6488,2021-11-05 00:13:39+00:00,14
6487,2021-11-05 00:13:42+00:00,14
6486,2021-11-05 00:13:48+00:00,15
6485,2021-11-05 00:13:53+00:00,16
6484,2021-11-05 00:13:54+00:00,16
6483,2021-11-05 00:13:56+00:00,17
6482,2021-11-05 00:13:58+00:00,18
6481,2021-11-05 00:14:08+00:00,14
6480,2021-11-05 00:14:09+00:00,15
6479,2021-11-05 00:14:12+00:00,15
6478,2021-11-05 00:14:13+00:00,16
6477,2021-11-05 00:14:15+00:00,17
6476,2021-11-05 00:14:18+00:00,18
6475,2021-11-05 00:14:19+00:00,19
6474,2021-11-05 00:14:20+00:00,20
6473,2021-11-05 00:14:30+00:00,17
6472,2021-11-05 00:14:33+00:00,18
6471,2021-11-05 00:14:34+00:00,20
6470,2021-11-05 00:14:35+00:00,21
6469,2021-11-05 00:14:39+00:00,22
6468,2021-11-05 00:14:41+00:00,22
6467,2021-11-05 00:14:45+00:00,22
6466,2021-11-05 00:14:49+00:00,23
6465,2021-11-05 00:14:50+00:00,24
6464,2021-11-05 00:14:52+00:00,25
6463,2021-11-05 00:14:55+00:00,24
6462,2021-11-05 00:15:00+00:00,23
6461,2021-11-05 00:15:06+00:00,24
6460,2021-11-05 00:15:08+00:00,25
6459,2021-11-05 00:15:10+00:00,24
6458,2021-11-05 00:15:11+00:00,25
6457,2021-11-05 00:15:14+00:00,25
6456,2021-11-05 00:15:15+00:00,26
6455,2021-11-05 00:15:19+00:00,26
6454,2021-11-05 00:15:21+00:00,25
6453,2021-11-05 00:15:23+00:00,26
6452,2021-11-05 00:15:28+00:00,27
6451,2021-11-05 00:15:29+00:00,28
6450,2021-11-05 00:15:30+00:00,29
6449,2021-11-05 00:15:33+00:00,29
6448,2021-11-05 00:15:34+00:00,28
6447,2021-11-05 00:15:35+00:00,28
6446,2021-11-05 00:15:38+00:00,29
6445,2021-11-05 00:15:42+00:00,27
6444,2021-11-05 00:15:47+00:00,26
6443,2021-11-05 00:15:49+00:00,27
6442,2021-11-05 00:15:53+00:00,25
6441,2021-11-05 00:16:02+00:00,24
6440,2021-11-05 00:16:05+00:00,25
6439,2021-11-05 00:16:06+00:00,26
6438,2021-11-05 00:16:10+00:00,25
6437,2021-11-05 00:16:13+00:00,23
6436,2021-11-05 00:16:14+00:00,24
6435,2021-11-05 00:16:15+00:00,24
6434,2021-11-05 00:16:16+00:00,23
6433,2021-11-05 00:16:18+00:00,24
6432,2021-11-05 00:16:21+00:00,24
6431,2021-11-05 00:16:23+00:00,24
6430,2021-11-05 00:16:28+00:00,25
6429,2021-11-05 00:16:40+00:00,18
6428,2021-11-05 00:16:46+00:00,18
6427,2021-11-05 00:16:48+00:00,19
6426,2021-11-05 00:16:53+00:00,19
6425,2021-11-05 00:16:56+00:00,19
6424,2021-11-05 00:16:57+00:00,20
6423,2021-11-05 00:17:00+00:00,21
6422,2021-11-05 00:17:01+00:00,22
6421,2021-11-05 00:17:07+00:00,20
6420,2021-11-05 00:17:10+00:00,21
6419,2021-11-05 00:17:11+00:00,21
6418,2021-11-05 00:17:14+00:00,21
6417,2021-11-05 00:17:15+00:00,22
6416,2021-11-05 00:17:23+00:00,19
6415,2021-11-05 00:17:33+00:00,18
6414,2021-11-05 00:17:35+00:00,19
6413,2021-11-05 00:17:38+00:00,21
6412,2021-11-05 00:17:42+00:00,21
6411,2021-11-05 00:17:49+00:00,19
6410,2021-11-05 00:17:52+00:00,20
6409,2021-11-05 00:17:54+00:00,21
6408,2021-11-05 00:17:55+00:00,22
6407,2021-11-05 00:17:58+00:00,21
6406,2021-11-05 00:18:03+00:00,20
6405,2021-11-05 00:18:06+00:00,21
6404,2021-11-05 00:18:13+00:00,19
6403,2021-11-05 00:18:16+00:00,17
6402,2021-11-05 00:18:18+00:00,18
6401,2021-11-05 00:18:19+00:00,19
6400,2021-11-05 00:18:20+00:00,20
6399,2021-11-05 00:18:30+00:00,19
6398,2021-11-05 00:18:34+00:00,19
6397,2021-11-05 00:18:35+00:00,20
6396,2021-11-05 00:18:40+00:00,18
6395,2021-11-05 00:18:42+00:00,19
6394,2021-11-05 00:18:46+00:00,19
6393,2021-11-05 00:18:47+00:00,20
6392,2021-11-05 00:19:01+00:00,16
6391,2021-11-05 00:19:09+00:00,15
6390,2021-11-05 00:19:10+00:00,16
6389,2021-11-05 00:19:17+00:00,15
6388,2021-11-05 00:19:25+00:00,13
6387,2021-11-05 00:19:32+00:00,13
6386,2021-11-05 00:19:33+00:00,14
6385,2021-11-05 00:19:34+00:00,15
6384,2021-11-05 00:19:38+00:00,14
6383,2021-11-05 00:19:41+00:00,14
6382,2021-11-05 00:19:50+00:00,11
6381,2021-11-05 00:19:52+00:00,12
6380,2021-11-05 00:19:55+00:00,13
6379,2021-11-05 00:19:56+00:00,14
6378,2021-11-05 00:20:05+00:00,14
6377,2021-11-05 00:20:07+00:00,16
6376,2021-11-05 00:20:12+00:00,16
6375,2021-11-05 00:20:21+00:00,16
6374,2021-11-05 00:20:25+00:00,17
6373,2021-11-05 00:20:30+00:00,18
