,date,volume
5183,2021-11-05 01:28:57+00:00,25
5182,2021-11-05 01:29:00+00:00,26
5181,2021-11-05 01:29:02+00:00,26
5180,2021-11-05 01:29:15+00:00,20
5179,2021-11-05 01:29:18+00:00,20
5178,2021-11-05 01:29:19+00:00,20
5177,2021-11-05 01:29:22+00:00,22
5176,2021-11-05 01:29:24+00:00,23
5175,2021-11-05 01:29:29+00:00,20
5174,2021-11-05 01:29:30+00:00,21
5173,2021-11-05 01:29:31+00:00,22
5172,2021-11-05 01:29:33+00:00,23
5171,2021-11-05 01:29:34+00:00,23
5170,2021-11-05 01:29:36+00:00,25
5169,2021-11-05 01:29:37+00:00,24
5168,2021-11-05 01:29:38+00:00,25
5167,2021-11-05 01:29:39+00:00,26
5166,2021-11-05 01:29:43+00:00,25
5165,2021-11-05 01:29:48+00:00,25
5164,2021-11-05 01:29:50+00:00,25
5163,2021-11-05 01:29:52+00:00,25
5162,2021-11-05 01:29:55+00:00,27
5161,2021-11-05 01:29:58+00:00,27
5160,2021-11-05 01:29:59+00:00,29
5159,2021-11-05 01:30:01+00:00,29
5158,2021-11-05 01:30:02+00:00,30
5157,2021-11-05 01:30:04+00:00,30
5156,2021-11-05 01:30:07+00:00,31
5155,2021-11-05 01:30:09+00:00,32
5154,2021-11-05 01:30:13+00:00,34
5153,2021-11-05 01:30:15+00:00,35
5152,2021-11-05 01:30:16+00:00,34
5151,2021-11-05 01:30:23+00:00,33
5150,2021-11-05 01:30:25+00:00,34
5149,2021-11-05 01:30:27+00:00,36
5148,2021-11-05 01:30:31+00:00,35
5147,2021-11-05 01:30:34+00:00,34
5146,2021-11-05 01:30:35+00:00,33
5145,2021-11-05 01:30:42+00:00,30
5144,2021-11-05 01:30:47+00:00,30
5143,2021-11-05 01:30:55+00:00,28
5142,2021-11-05 01:30:56+00:00,27
5141,2021-11-05 01:31:01+00:00,26
5140,2021-11-05 01:31:10+00:00,21
5139,2021-11-05 01:31:18+00:00,17
5138,2021-11-05 01:31:20+00:00,18
5137,2021-11-05 01:31:22+00:00,19
5136,2021-11-05 01:31:25+00:00,18
5135,2021-11-05 01:31:31+00:00,16
5134,2021-11-05 01:31:32+00:00,15
5133,2021-11-05 01:31:35+00:00,15
5132,2021-11-05 01:31:40+00:00,15
5131,2021-11-05 01:31:41+00:00,16
5130,2021-11-05 01:31:42+00:00,17
5129,2021-11-05 01:31:43+00:00,18
5128,2021-11-05 01:31:45+00:00,19
5127,2021-11-05 01:31:49+00:00,19
5126,2021-11-05 01:31:52+00:00,20
5125,2021-11-05 01:32:00+00:00,18
5124,2021-11-05 01:32:01+00:00,19
5123,2021-11-05 01:32:04+00:00,20
5122,2021-11-05 01:32:08+00:00,21
5121,2021-11-05 01:32:10+00:00,22
5120,2021-11-05 01:32:22+00:00,20
5119,2021-11-05 01:32:29+00:00,19
5118,2021-11-05 01:32:30+00:00,20
5117,2021-11-05 01:32:31+00:00,22
5116,2021-11-05 01:32:33+00:00,21
5115,2021-11-05 01:32:36+00:00,21
5114,2021-11-05 01:32:37+00:00,22
5113,2021-11-05 01:32:39+00:00,23
5112,2021-11-05 01:32:40+00:00,25
5111,2021-11-05 01:32:43+00:00,23
5110,2021-11-05 01:32:45+00:00,22
5109,2021-11-05 01:32:50+00:00,21
5108,2021-11-05 01:32:52+00:00,22
5107,2021-11-05 01:32:55+00:00,22
5106,2021-11-05 01:32:57+00:00,23
5105,2021-11-05 01:32:59+00:00,24
5104,2021-11-05 01:33:00+00:00,27
5103,2021-11-05 01:33:01+00:00,27
5102,2021-11-05 01:33:06+00:00,25
5101,2021-11-05 01:33:07+00:00,26
5100,2021-11-05 01:33:09+00:00,27
5099,2021-11-05 01:33:10+00:00,28
5098,2021-11-05 01:33:19+00:00,28
5097,2021-11-05 01:33:24+00:00,28
5096,2021-11-05 01:33:26+00:00,29
5095,2021-11-05 01:33:30+00:00,29
5094,2021-11-05 01:33:32+00:00,27
5093,2021-11-05 01:33:47+00:00,20
5092,2021-11-05 01:33:51+00:00,20
5091,2021-11-05 01:33:53+00:00,20
5090,2021-11-05 01:33:54+00:00,22
5089,2021-11-05 01:34:06+00:00,16
5088,2021-11-05 01:34:07+00:00,16
5087,2021-11-05 01:34:10+00:00,14
5086,2021-11-05 01:34:11+00:00,14
5085,2021-11-05 01:34:15+00:00,15
5084,2021-11-05 01:34:23+00:00,17
5083,2021-11-05 01:34:27+00:00,16
5082,2021-11-05 01:34:32+00:00,16
5081,2021-11-05 01:34:34+00:00,16
5080,2021-11-05 01:34:44+00:00,17
5079,2021-11-05 01:34:49+00:00,17
5078,2021-11-05 01:34:57+00:00,14
5077,2021-11-05 01:34:58+00:00,15
5076,2021-11-05 01:35:02+00:00,16
5075,2021-11-05 01:35:04+00:00,18
5074,2021-11-05 01:35:05+00:00,20
5073,2021-11-05 01:35:06+00:00,21
5072,2021-11-05 01:35:07+00:00,21
5071,2021-11-05 01:35:08+00:00,21
5070,2021-11-05 01:35:09+00:00,22
5069,2021-11-05 01:35:19+00:00,18
5068,2021-11-05 01:35:21+00:00,19
5067,2021-11-05 01:35:24+00:00,19
5066,2021-11-05 01:35:27+00:00,20
5065,2021-11-05 01:35:29+00:00,20
5064,2021-11-05 01:35:30+00:00,21
5063,2021-11-05 01:35:32+00:00,22
5062,2021-11-05 01:35:33+00:00,22
5061,2021-11-05 01:35:36+00:00,23
5060,2021-11-05 01:35:37+00:00,25
5059,2021-11-05 01:35:39+00:00,27
5058,2021-11-05 01:35:42+00:00,28
5057,2021-11-05 01:35:49+00:00,28
5056,2021-11-05 01:35:50+00:00,28
5055,2021-11-05 01:36:00+00:00,27
5054,2021-11-05 01:36:01+00:00,28
5053,2021-11-05 01:36:08+00:00,22
5052,2021-11-05 01:36:11+00:00,21
5051,2021-11-05 01:36:14+00:00,22
5050,2021-11-05 01:36:23+00:00,21
5049,2021-11-05 01:36:26+00:00,21
5048,2021-11-05 01:36:27+00:00,22
5047,2021-11-05 01:36:28+00:00,22
5046,2021-11-05 01:36:31+00:00,22
5045,2021-11-05 01:36:32+00:00,24
5044,2021-11-05 01:36:33+00:00,24
5043,2021-11-05 01:36:34+00:00,24
5042,2021-11-05 01:36:38+00:00,20
5041,2021-11-05 01:36:43+00:00,19
5040,2021-11-05 01:36:46+00:00,20
5039,2021-11-05 01:36:48+00:00,21
5038,2021-11-05 01:36:52+00:00,20
5037,2021-11-05 01:36:54+00:00,21
5036,2021-11-05 01:36:55+00:00,24
5035,2021-11-05 01:36:59+00:00,25
5034,2021-11-05 01:37:07+00:00,24
5033,2021-11-05 01:37:08+00:00,25
5032,2021-11-05 01:37:10+00:00,25
5031,2021-11-05 01:37:13+00:00,25
5030,2021-11-05 01:37:14+00:00,26
5029,2021-11-05 01:37:15+00:00,26
5028,2021-11-05 01:37:18+00:00,27
5027,2021-11-05 01:37:23+00:00,29
5026,2021-11-05 01:37:24+00:00,30
5025,2021-11-05 01:37:26+00:00,31
5024,2021-11-05 01:37:29+00:00,28
5023,2021-11-05 01:37:30+00:00,29
5022,2021-11-05 01:37:31+00:00,30
5021,2021-11-05 01:37:32+00:00,29
5020,2021-11-05 01:37:33+00:00,30
5019,2021-11-05 01:37:38+00:00,29
5018,2021-11-05 01:37:42+00:00,29
5017,2021-11-05 01:37:43+00:00,30
5016,2021-11-05 01:37:45+00:00,30
5015,2021-11-05 01:37:46+00:00,32
5014,2021-11-05 01:37:47+00:00,34
5013,2021-11-05 01:37:54+00:00,33
5012,2021-11-05 01:37:59+00:00,30
5011,2021-11-05 01:38:01+00:00,30
5010,2021-11-05 01:38:03+00:00,31
5009,2021-11-05 01:38:10+00:00,30
5008,2021-11-05 01:38:13+00:00,30
5007,2021-11-05 01:38:17+00:00,28
5006,2021-11-05 01:38:21+00:00,29
5005,2021-11-05 01:38:22+00:00,30
5004,2021-11-05 01:38:23+00:00,32
5003,2021-11-05 01:38:24+00:00,34
5002,2021-11-05 01:38:25+00:00,33
5001,2021-11-05 01:38:35+00:00,27
5000,2021-11-05 01:38:36+00:00,28
4999,2021-11-05 01:38:39+00:00,28
4998,2021-11-05 01:38:41+00:00,29
4997,2021-11-05 01:38:42+00:00,30
4996,2021-11-05 01:38:44+00:00,29
4995,2021-11-05 01:38:46+00:00,29
4994,2021-11-05 01:38:51+00:00,26
4993,2021-11-05 01:38:57+00:00,26
4992,2021-11-05 01:39:00+00:00,26
4991,2021-11-05 01:39:03+00:00,26
4990,2021-11-05 01:39:11+00:00,25
4989,2021-11-05 01:39:13+00:00,26
4988,2021-11-05 01:39:15+00:00,26
4987,2021-11-05 01:39:22+00:00,25
4986,2021-11-05 01:39:26+00:00,18
4985,2021-11-05 01:39:31+00:00,19
4984,2021-11-05 01:39:40+00:00,17
4983,2021-11-05 01:39:42+00:00,17
4982,2021-11-05 01:39:45+00:00,16
4981,2021-11-05 01:39:50+00:00,15
4980,2021-11-05 01:39:52+00:00,15
4979,2021-11-05 01:40:01+00:00,14
4978,2021-11-05 01:40:02+00:00,15
4977,2021-11-05 01:40:11+00:00,15
4976,2021-11-05 01:40:14+00:00,14
4975,2021-11-05 01:40:20+00:00,14
4974,2021-11-05 01:40:21+00:00,16
4973,2021-11-05 01:40:31+00:00,15
4972,2021-11-05 01:40:38+00:00,15
4971,2021-11-05 01:40:39+00:00,16
4970,2021-11-05 01:40:48+00:00,14
4969,2021-11-05 01:40:50+00:00,15
4968,2021-11-05 01:40:52+00:00,15
4967,2021-11-05 01:40:53+00:00,15
4966,2021-11-05 01:40:54+00:00,16
4965,2021-11-05 01:41:01+00:00,17
4964,2021-11-05 01:41:06+00:00,16
4963,2021-11-05 01:41:13+00:00,16
4962,2021-11-05 01:41:20+00:00,16
4961,2021-11-05 01:41:21+00:00,15
4960,2021-11-05 01:41:30+00:00,14
4959,2021-11-05 01:41:31+00:00,15
4958,2021-11-05 01:41:33+00:00,15
4957,2021-11-05 01:41:39+00:00,15
4956,2021-11-05 01:41:41+00:00,15
4955,2021-11-05 01:41:42+00:00,16
4954,2021-11-05 01:41:46+00:00,17
4953,2021-11-05 01:41:47+00:00,18
4952,2021-11-05 01:41:52+00:00,17
4951,2021-11-05 01:41:54+00:00,16
4950,2021-11-05 01:41:55+00:00,16
4949,2021-11-05 01:41:56+00:00,17
4948,2021-11-05 01:41:58+00:00,18
4947,2021-11-05 01:41:59+00:00,19
4946,2021-11-05 01:42:01+00:00,20
4945,2021-11-05 01:42:07+00:00,19
4944,2021-11-05 01:42:10+00:00,20
4943,2021-11-05 01:42:12+00:00,22
4942,2021-11-05 01:42:16+00:00,22
4941,2021-11-05 01:42:18+00:00,24
4940,2021-11-05 01:42:19+00:00,25
4939,2021-11-05 01:42:22+00:00,24
4938,2021-11-05 01:42:24+00:00,25
4937,2021-11-05 01:42:26+00:00,26
4936,2021-11-05 01:42:29+00:00,28
4935,2021-11-05 01:42:30+00:00,29
4934,2021-11-05 01:42:35+00:00,27
4933,2021-11-05 01:42:48+00:00,23
4932,2021-11-05 01:42:50+00:00,24
4931,2021-11-05 01:42:51+00:00,26
4930,2021-11-05 01:42:52+00:00,27
4929,2021-11-05 01:43:03+00:00,21
4928,2021-11-05 01:43:05+00:00,22
4927,2021-11-05 01:43:09+00:00,22
4926,2021-11-05 01:43:13+00:00,20
4925,2021-11-05 01:43:14+00:00,21
4924,2021-11-05 01:43:15+00:00,22
4923,2021-11-05 01:43:17+00:00,21
4922,2021-11-05 01:43:21+00:00,20
4921,2021-11-05 01:43:23+00:00,20
4920,2021-11-05 01:43:24+00:00,21
4919,2021-11-05 01:43:26+00:00,21
4918,2021-11-05 01:43:30+00:00,19
4917,2021-11-05 01:43:31+00:00,19
4916,2021-11-05 01:43:33+00:00,20
4915,2021-11-05 01:43:36+00:00,20
4914,2021-11-05 01:43:37+00:00,21
4913,2021-11-05 01:43:40+00:00,22
4912,2021-11-05 01:43:42+00:00,24
4911,2021-11-05 01:43:44+00:00,25
4910,2021-11-05 01:43:48+00:00,26
4909,2021-11-05 01:43:53+00:00,22
4908,2021-11-05 01:43:54+00:00,24
4907,2021-11-05 01:43:55+00:00,25
4906,2021-11-05 01:43:57+00:00,26
4905,2021-11-05 01:44:00+00:00,27
4904,2021-11-05 01:44:02+00:00,28
4903,2021-11-05 01:44:03+00:00,30
4902,2021-11-05 01:44:09+00:00,29
4901,2021-11-05 01:44:13+00:00,29
4900,2021-11-05 01:44:24+00:00,24
4899,2021-11-05 01:44:25+00:00,24
4898,2021-11-05 01:44:28+00:00,24
4897,2021-11-05 01:44:35+00:00,23
4896,2021-11-05 01:44:40+00:00,22
4895,2021-11-05 01:44:44+00:00,20
4894,2021-11-05 01:44:45+00:00,20
4893,2021-11-05 01:44:48+00:00,21
4892,2021-11-05 01:44:52+00:00,23
4891,2021-11-05 01:44:54+00:00,22
4890,2021-11-05 01:44:55+00:00,22
4889,2021-11-05 01:44:58+00:00,21
4888,2021-11-05 01:45:10+00:00,17
4887,2021-11-05 01:45:15+00:00,17
4886,2021-11-05 01:45:17+00:00,18
4885,2021-11-05 01:45:19+00:00,19
4884,2021-11-05 01:45:26+00:00,18
4883,2021-11-05 01:45:27+00:00,19
4882,2021-11-05 01:45:30+00:00,18
4881,2021-11-05 01:45:34+00:00,19
4880,2021-11-05 01:45:37+00:00,19
4879,2021-11-05 01:45:39+00:00,20
4878,2021-11-05 01:45:46+00:00,18
4877,2021-11-05 01:45:49+00:00,16
4876,2021-11-05 01:45:53+00:00,16
4875,2021-11-05 01:45:56+00:00,15
4874,2021-11-05 01:45:59+00:00,15
4873,2021-11-05 01:46:00+00:00,16
4872,2021-11-05 01:46:07+00:00,17
4871,2021-11-05 01:46:08+00:00,18
4870,2021-11-05 01:46:09+00:00,19
4869,2021-11-05 01:46:16+00:00,18
4868,2021-11-05 01:46:33+00:00,14
4867,2021-11-05 01:46:39+00:00,13
4866,2021-11-05 01:46:41+00:00,13
4865,2021-11-05 01:46:48+00:00,13
4864,2021-11-05 01:46:50+00:00,13
4863,2021-11-05 01:46:58+00:00,13
4862,2021-11-05 01:46:59+00:00,14
4861,2021-11-05 01:47:01+00:00,13
4860,2021-11-05 01:47:02+00:00,14
4859,2021-11-05 01:47:03+00:00,15
4858,2021-11-05 01:47:06+00:00,18
4857,2021-11-05 01:47:07+00:00,19
4856,2021-11-05 01:47:12+00:00,17
4855,2021-11-05 01:47:16+00:00,18
4854,2021-11-05 01:47:19+00:00,18
4853,2021-11-05 01:47:21+00:00,19
4852,2021-11-05 01:47:28+00:00,20
4851,2021-11-05 01:47:33+00:00,21
4850,2021-11-05 01:47:35+00:00,21
4849,2021-11-05 01:47:36+00:00,22
4848,2021-11-05 01:47:43+00:00,21
4847,2021-11-05 01:47:46+00:00,22
4846,2021-11-05 01:47:49+00:00,22
4845,2021-11-05 01:47:51+00:00,22
4844,2021-11-05 01:47:55+00:00,24
4843,2021-11-05 01:47:59+00:00,24
4842,2021-11-05 01:48:01+00:00,25
4841,2021-11-05 01:48:03+00:00,24
4840,2021-11-05 01:48:09+00:00,20
4839,2021-11-05 01:48:12+00:00,21
4838,2021-11-05 01:48:14+00:00,21
4837,2021-11-05 01:48:16+00:00,22
4836,2021-11-05 01:48:19+00:00,22
4835,2021-11-05 01:48:21+00:00,22
4834,2021-11-05 01:48:23+00:00,22
4833,2021-11-05 01:48:34+00:00,21
4832,2021-11-05 01:48:35+00:00,22
4831,2021-11-05 01:48:36+00:00,22
4830,2021-11-05 01:48:41+00:00,22
4829,2021-11-05 01:48:48+00:00,21
4828,2021-11-05 01:48:52+00:00,18
4827,2021-11-05 01:48:58+00:00,18
4826,2021-11-05 01:49:01+00:00,17
4825,2021-11-05 01:49:15+00:00,14
4824,2021-11-05 01:49:16+00:00,15
4823,2021-11-05 01:49:17+00:00,15
4822,2021-11-05 01:49:20+00:00,15
4821,2021-11-05 01:49:28+00:00,16
4820,2021-11-05 01:49:33+00:00,17
4819,2021-11-05 01:49:35+00:00,18
4818,2021-11-05 01:49:37+00:00,17
4817,2021-11-05 01:49:40+00:00,18
4816,2021-11-05 01:49:42+00:00,18
4815,2021-11-05 01:49:43+00:00,19
4814,2021-11-05 01:49:46+00:00,20
4813,2021-11-05 01:49:47+00:00,21
4812,2021-11-05 01:49:49+00:00,21
4811,2021-11-05 01:49:50+00:00,22
4810,2021-11-05 01:49:52+00:00,23
4809,2021-11-05 01:49:54+00:00,23
4808,2021-11-05 01:49:55+00:00,24
4807,2021-11-05 01:50:03+00:00,22
4806,2021-11-05 01:50:04+00:00,24
4805,2021-11-05 01:50:05+00:00,25
4804,2021-11-05 01:50:09+00:00,26
4803,2021-11-05 01:50:10+00:00,28
4802,2021-11-05 01:50:15+00:00,29
4801,2021-11-05 01:50:18+00:00,27
4800,2021-11-05 01:50:31+00:00,24
4799,2021-11-05 01:50:37+00:00,22
4798,2021-11-05 01:50:38+00:00,22
4797,2021-11-05 01:50:42+00:00,23
4796,2021-11-05 01:50:47+00:00,21
4795,2021-11-05 01:50:54+00:00,18
4794,2021-11-05 01:50:56+00:00,17
4793,2021-11-05 01:51:01+00:00,19
4792,2021-11-05 01:51:04+00:00,18
4791,2021-11-05 01:51:05+00:00,18
4790,2021-11-05 01:51:07+00:00,18
4789,2021-11-05 01:51:10+00:00,18
4788,2021-11-05 01:51:12+00:00,17
4787,2021-11-05 01:51:14+00:00,18
4786,2021-11-05 01:51:17+00:00,18
4785,2021-11-05 01:51:19+00:00,18
4784,2021-11-05 01:51:22+00:00,20
4783,2021-11-05 01:51:23+00:00,21
4782,2021-11-05 01:51:27+00:00,22
4781,2021-11-05 01:51:29+00:00,23
4780,2021-11-05 01:51:35+00:00,23
4779,2021-11-05 01:51:41+00:00,21
4778,2021-11-05 01:51:44+00:00,21
4777,2021-11-05 01:51:46+00:00,22
4776,2021-11-05 01:51:47+00:00,23
4775,2021-11-05 01:51:52+00:00,23
4774,2021-11-05 01:51:57+00:00,21
4773,2021-11-05 01:51:58+00:00,23
4772,2021-11-05 01:52:10+00:00,20
4771,2021-11-05 01:52:22+00:00,15
4770,2021-11-05 01:52:25+00:00,14
4769,2021-11-05 01:52:27+00:00,15
4768,2021-11-05 01:52:28+00:00,15
4767,2021-11-05 01:52:32+00:00,15
4766,2021-11-05 01:52:37+00:00,15
4765,2021-11-05 01:52:40+00:00,16
4764,2021-11-05 01:52:41+00:00,17
4763,2021-11-05 01:52:42+00:00,17
4762,2021-11-05 01:52:44+00:00,18
4761,2021-11-05 01:52:53+00:00,15
4760,2021-11-05 01:52:59+00:00,13
4759,2021-11-05 01:53:03+00:00,14
4758,2021-11-05 01:53:06+00:00,15
4757,2021-11-05 01:53:07+00:00,16
4756,2021-11-05 01:53:09+00:00,17
4755,2021-11-05 01:53:12+00:00,17
4754,2021-11-05 01:53:13+00:00,18
4753,2021-11-05 01:53:16+00:00,19
4752,2021-11-05 01:53:17+00:00,20
4751,2021-11-05 01:53:18+00:00,21
4750,2021-11-05 01:53:21+00:00,22
4749,2021-11-05 01:53:24+00:00,22
4748,2021-11-05 01:53:28+00:00,22
4747,2021-11-05 01:53:30+00:00,22
4746,2021-11-05 01:53:31+00:00,23
4745,2021-11-05 01:53:34+00:00,23
4744,2021-11-05 01:53:36+00:00,24
4743,2021-11-05 01:53:43+00:00,21
4742,2021-11-05 01:53:45+00:00,21
4741,2021-11-05 01:53:46+00:00,22
4740,2021-11-05 01:53:50+00:00,23
4739,2021-11-05 01:53:52+00:00,24
4738,2021-11-05 01:53:53+00:00,25
4737,2021-11-05 01:53:57+00:00,26
4736,2021-11-05 01:53:58+00:00,27
4735,2021-11-05 01:53:59+00:00,28
4734,2021-11-05 01:54:08+00:00,25
4733,2021-11-05 01:54:09+00:00,26
4732,2021-11-05 01:54:13+00:00,25
4731,2021-11-05 01:54:14+00:00,26
4730,2021-11-05 01:54:15+00:00,28
4729,2021-11-05 01:54:20+00:00,27
4728,2021-11-05 01:54:24+00:00,27
4727,2021-11-05 01:54:26+00:00,26
4726,2021-11-05 01:54:30+00:00,26
4725,2021-11-05 01:54:31+00:00,27
4724,2021-11-05 01:54:36+00:00,27
4723,2021-11-05 01:54:38+00:00,27
4722,2021-11-05 01:54:41+00:00,28
4721,2021-11-05 01:54:42+00:00,29
4720,2021-11-05 01:54:45+00:00,29
4719,2021-11-05 01:54:49+00:00,28
4718,2021-11-05 01:54:54+00:00,25
4717,2021-11-05 01:55:00+00:00,23
4716,2021-11-05 01:55:02+00:00,24
4715,2021-11-05 01:55:04+00:00,25
4714,2021-11-05 01:55:06+00:00,26
4713,2021-11-05 01:55:11+00:00,25
4712,2021-11-05 01:55:12+00:00,26
4711,2021-11-05 01:55:13+00:00,27
4710,2021-11-05 01:55:15+00:00,25
4709,2021-11-05 01:55:20+00:00,26
4708,2021-11-05 01:55:34+00:00,19
4707,2021-11-05 01:55:36+00:00,20
4706,2021-11-05 01:55:39+00:00,20
4705,2021-11-05 01:55:53+00:00,17
4704,2021-11-05 01:55:57+00:00,17
4703,2021-11-05 01:55:58+00:00,18
4702,2021-11-05 01:56:01+00:00,18
4701,2021-11-05 01:56:02+00:00,19
4700,2021-11-05 01:56:06+00:00,18
4699,2021-11-05 01:56:07+00:00,18
4698,2021-11-05 01:56:08+00:00,19
4697,2021-11-05 01:56:09+00:00,20
4696,2021-11-05 01:56:10+00:00,22
4695,2021-11-05 01:56:11+00:00,23
4694,2021-11-05 01:56:12+00:00,23
4693,2021-11-05 01:56:13+00:00,25
4692,2021-11-05 01:56:18+00:00,23
4691,2021-11-05 01:56:23+00:00,24
4690,2021-11-05 01:56:25+00:00,25
4689,2021-11-05 01:56:26+00:00,26
4688,2021-11-05 01:56:31+00:00,27
4687,2021-11-05 01:56:32+00:00,28
4686,2021-11-05 01:56:37+00:00,26
4685,2021-11-05 01:56:41+00:00,26
4684,2021-11-05 01:56:47+00:00,27
4683,2021-11-05 01:56:49+00:00,29
4682,2021-11-05 01:56:50+00:00,30
4681,2021-11-05 01:56:53+00:00,31
4680,2021-11-05 01:56:59+00:00,30
4679,2021-11-05 01:57:00+00:00,31
4678,2021-11-05 01:57:01+00:00,32
4677,2021-11-05 01:57:03+00:00,31
4676,2021-11-05 01:57:04+00:00,32
4675,2021-11-05 01:57:05+00:00,33
4674,2021-11-05 01:57:10+00:00,29
4673,2021-11-05 01:57:11+00:00,29
4672,2021-11-05 01:57:19+00:00,23
4671,2021-11-05 01:57:20+00:00,24
4670,2021-11-05 01:57:21+00:00,25
4669,2021-11-05 01:57:25+00:00,25
4668,2021-11-05 01:57:26+00:00,25
4667,2021-11-05 01:57:27+00:00,25
4666,2021-11-05 01:57:28+00:00,26
4665,2021-11-05 01:57:32+00:00,27
4664,2021-11-05 01:57:37+00:00,27
4663,2021-11-05 01:57:43+00:00,27
4662,2021-11-05 01:57:50+00:00,25
4661,2021-11-05 01:57:51+00:00,25
4660,2021-11-05 01:57:58+00:00,24
4659,2021-11-05 01:57:59+00:00,25
4658,2021-11-05 01:58:03+00:00,23
4657,2021-11-05 01:58:04+00:00,23
4656,2021-11-05 01:58:11+00:00,22
4655,2021-11-05 01:58:14+00:00,21
4654,2021-11-05 01:58:15+00:00,23
4653,2021-11-05 01:58:19+00:00,24
4652,2021-11-05 01:58:22+00:00,22
4651,2021-11-05 01:58:26+00:00,22
4650,2021-11-05 01:58:28+00:00,21
4649,2021-11-05 01:58:29+00:00,20
4648,2021-11-05 01:58:30+00:00,21
4647,2021-11-05 01:58:34+00:00,21
4646,2021-11-05 01:58:35+00:00,23
4645,2021-11-05 01:58:36+00:00,24
4644,2021-11-05 01:58:37+00:00,25
4643,2021-11-05 01:58:51+00:00,22
4642,2021-11-05 01:58:54+00:00,22
4641,2021-11-05 01:58:57+00:00,23
4640,2021-11-05 01:58:58+00:00,24
4639,2021-11-05 01:59:00+00:00,23
4638,2021-11-05 01:59:01+00:00,24
4637,2021-11-05 01:59:09+00:00,22
4636,2021-11-05 01:59:11+00:00,23
4635,2021-11-05 01:59:14+00:00,23
4634,2021-11-05 01:59:16+00:00,21
4633,2021-11-05 01:59:18+00:00,22
4632,2021-11-05 01:59:19+00:00,23
4631,2021-11-05 01:59:27+00:00,21
4630,2021-11-05 01:59:31+00:00,19
4629,2021-11-05 01:59:46+00:00,15
4628,2021-11-05 01:59:52+00:00,15
4627,2021-11-05 01:59:56+00:00,15
4626,2021-11-05 01:59:58+00:00,15
4625,2021-11-05 02:00:00+00:00,15
4624,2021-11-05 02:00:01+00:00,15
4623,2021-11-05 02:00:02+00:00,15
4622,2021-11-05 02:00:04+00:00,16
4621,2021-11-05 02:00:08+00:00,17
4620,2021-11-05 02:00:09+00:00,18
4619,2021-11-05 02:00:14+00:00,17
4618,2021-11-05 02:00:18+00:00,16
4617,2021-11-05 02:00:23+00:00,15
4616,2021-11-05 02:00:24+00:00,16
4615,2021-11-05 02:00:28+00:00,16
4614,2021-11-05 02:00:29+00:00,18
4613,2021-11-05 02:00:37+00:00,18
4612,2021-11-05 02:00:44+00:00,19
4611,2021-11-05 02:00:46+00:00,21
4610,2021-11-05 02:00:53+00:00,20
4609,2021-11-05 02:00:54+00:00,21
4608,2021-11-05 02:00:55+00:00,22
4607,2021-11-05 02:00:58+00:00,22
4606,2021-11-05 02:01:00+00:00,22
4605,2021-11-05 02:01:01+00:00,22
4604,2021-11-05 02:01:02+00:00,22
4603,2021-11-05 02:01:04+00:00,22
4602,2021-11-05 02:01:05+00:00,22
4601,2021-11-05 02:01:07+00:00,23
4600,2021-11-05 02:01:08+00:00,25
4599,2021-11-05 02:01:10+00:00,25
4598,2021-11-05 02:01:12+00:00,27
4597,2021-11-05 02:01:13+00:00,28
4596,2021-11-05 02:01:14+00:00,29
4595,2021-11-05 02:01:15+00:00,29
4594,2021-11-05 02:01:17+00:00,30
4593,2021-11-05 02:01:18+00:00,31
4592,2021-11-05 02:01:20+00:00,31
4591,2021-11-05 02:01:21+00:00,33
4590,2021-11-05 02:01:22+00:00,34
4589,2021-11-05 02:01:23+00:00,35
4588,2021-11-05 02:01:27+00:00,34
4587,2021-11-05 02:01:28+00:00,35
4586,2021-11-05 02:01:30+00:00,33
4585,2021-11-05 02:01:33+00:00,34
4584,2021-11-05 02:01:39+00:00,34
4583,2021-11-05 02:01:40+00:00,35
4582,2021-11-05 02:01:50+00:00,33
4581,2021-11-05 02:01:52+00:00,34
4580,2021-11-05 02:01:53+00:00,35
4579,2021-11-05 02:01:56+00:00,33
4578,2021-11-05 02:01:57+00:00,34
4577,2021-11-05 02:02:00+00:00,34
4576,2021-11-05 02:02:01+00:00,34
4575,2021-11-05 02:02:04+00:00,33
4574,2021-11-05 02:02:05+00:00,34
4573,2021-11-05 02:02:06+00:00,34
4572,2021-11-05 02:02:13+00:00,28
4571,2021-11-05 02:02:15+00:00,27
4570,2021-11-05 02:02:16+00:00,27
4569,2021-11-05 02:02:17+00:00,28
4568,2021-11-05 02:02:18+00:00,29
4567,2021-11-05 02:02:24+00:00,24
4566,2021-11-05 02:02:25+00:00,25
4565,2021-11-05 02:02:27+00:00,26
4564,2021-11-05 02:02:32+00:00,24
4563,2021-11-05 02:02:34+00:00,24
4562,2021-11-05 02:02:36+00:00,25
4561,2021-11-05 02:02:40+00:00,25
4560,2021-11-05 02:02:41+00:00,25
4559,2021-11-05 02:02:45+00:00,26
4558,2021-11-05 02:02:46+00:00,27
4557,2021-11-05 02:02:47+00:00,28
4556,2021-11-05 02:02:48+00:00,29
4555,2021-11-05 02:02:50+00:00,30
4554,2021-11-05 02:03:04+00:00,25
4553,2021-11-05 02:03:06+00:00,23
4552,2021-11-05 02:03:08+00:00,23
4551,2021-11-05 02:03:10+00:00,24
4550,2021-11-05 02:03:11+00:00,25
4549,2021-11-05 02:03:13+00:00,26
4548,2021-11-05 02:03:15+00:00,26
