tweet_created_at,tweet_id,tweet_text,tweet_source,tweet_retweet_count,tweet_favorite_count,tweet_created_date
2021-11-04 16:05:10+00:00,1.46E+18,"🍄 #COMPETITION TIME 🍄

We're celebrating the new #AnimalCrossing update dropping by giving away this amazing… https://t.co/0oTT3N3UCL",Hootsuite Inc.,4478,2692,11/4/2021
2021-11-05 23:47:12+00:00,1.46E+18,"i would not only like to thank nintendo but also tom nook for all the beautiful items this update brought us 🪴🥺

♡… https://t.co/QGv9Pb6zi2",Twitter for iPad,2706,13316,11/5/2021
2021-11-05 01:49:35+00:00,1.46E+18,obsessed with this dialogue ?? #AnimalCrossing #ACNH #NintendoSwitch https://t.co/xTJx6aVyfc,Nintendo Switch Share,1899,12363,11/5/2021
2021-11-05 13:00:06+00:00,1.46E+18,The free Ver. 2.0 update for #AnimalCrossing: New Horizons and paid Animal Crossing: New Horizons – Happy Home Para… https://t.co/D2GzcD6uEq,Sprinklr Publishing,1582,16160,11/5/2021
2021-11-05 03:00:16+00:00,1.46E+18,"home🤍🧺

#AnimalCrossingNewHorizons #ACNH #AnimalCrossing #AnimalCrossingDesigns https://t.co/4NHsbuusya",Twitter for iPhone,1551,9482,11/5/2021
2021-10-31 18:33:56+00:00,1.45E+18,"a guide for how I created a butterfly pond on my island🦋✨

#acnh #animalcrossing #acnhinspo https://t.co/MpptBMDm0P",Twitter for iPhone,1445,10250,10/31/2021
2021-11-04 23:58:31+00:00,1.46E+18,OH MY GOD I INVITED FLICK AND HE BROUGHT CJ ALONG ITS CANON #AnimalCrossing #ACNH #NintendoSwitch https://t.co/JLSGOwjRnE,Nintendo Switch Share,1138,5729,11/4/2021
2021-11-05 13:30:05+00:00,1.46E+18,"Welcome to #AnimalCrossing: New Horizons – Happy Home Paradise! In this paid DLC, you’ll assist Paradise Planning i… https://t.co/unguOLMWvE",Sprinklr Publishing,1105,10779,11/5/2021
2021-11-04 22:43:25+00:00,1.46E+18,psa: if u buy from leif consistently he gifts u a veggie basket diy and it’s stinkin cute #acnh #animalcrossing https://t.co/1Oq1fVuIZV,Twitter for iPhone,1099,11094,11/4/2021
2021-10-31 12:11:30+00:00,1.45E+18,"Happy Halloween! 🎃👻

#animalcrossing #どうぶつの森 #acnhtober https://t.co/6AIFnAb58a",Twitter for iPhone,1004,4432,10/31/2021
2021-10-31 02:47:10+00:00,1.45E+18,"The new bunny boy from #AnimalCrossing is really cute~✨

Just felt like making a silly doodle ÒvÓ
--------------… https://t.co/EkXYLWBBc0",Twitter Web App,965,7192,10/31/2021
2021-10-31 18:28:15+00:00,1.45E+18,"ya heard it here first, it’s a Bones day!! 👻

#AnimalCrossing https://t.co/OH0ieJ0T1L",Twitter for iPhone,905,9374,10/31/2021
2021-10-30 00:03:51+00:00,1.45E+18,"SASHA!!!! I am obsessed with him...
#AnimalCrossing #ACNH https://t.co/qQoKQ5cQJb",Twitter Web App,901,4066,10/30/2021
2021-11-05 03:46:11+00:00,1.46E+18,if you don't have enough money for coffee at the roost with friends you get WATER LMAO #AnimalCrossing #ACNH… https://t.co/gT9MDB00fZ,Nintendo Switch Share,887,9910,11/5/2021
2021-11-04 19:38:43+00:00,1.46E+18,A WHAT NOW???? #acnh #animalcrossing https://t.co/Qq7e9K4T0a,Twitter for iPhone,752,11234,11/4/2021
2021-11-02 01:03:10+00:00,1.46E+18,"Sunken heart waterfall in different seasons of the year. 🌸🌿🍁🌨

#AnimalCrossing #ACNH #NintendoSwitch #acnhinspo https://t.co/pTn0DD1uja",Twitter for Android,744,4942,11/2/2021
2021-11-04 16:20:06+00:00,1.46E+18,GUYS OLD VILLAGERS REMEMBER YOU IM GONNA CRY #AnimalCrossing #ACNH #NintendoSwitch https://t.co/9ehYjjnvVE,Nintendo Switch Share,666,8239,11/4/2021
2021-11-04 20:23:08+00:00,1.46E+18,"this tree has my whole heart🌳🤍

#ACNH #AnimalCrossingNewHorizons #AnimalCrossing https://t.co/bgc1j0CPDP",Twitter for iPhone,625,5015,11/4/2021
2021-11-05 04:13:23+00:00,1.46E+18,n-nice.... #AnimalCrossing #ACNH https://t.co/xNZLzQY4rw,Nintendo Switch Share,622,8576,11/5/2021
2021-11-05 05:05:29+00:00,1.46E+18,"soft boy Sasha 🧸
#AnimalCrossing #ACNH https://t.co/hRYmQE4AV8",Twitter Web App,565,4944,11/5/2021
2021-11-02 09:12:39+00:00,1.46E+18,"sasha having a boba break from,, , well . . . a nap, i guess ? (・∇・;)

#ACNH #AnimalCrossing https://t.co/1G3Y0tdvJ3",Twitter for iPhone,556,3596,11/2/2021
2021-11-05 11:25:04+00:00,1.46E+18,"🍂 my crop farm bird's eye view 🍂

#AnimalCrossingNewHorizons #AnimalCrossing https://t.co/RxvoJizV94",Twitter for Android,521,4543,11/5/2021
2021-10-31 04:00:00+00:00,1.45E+18,"Doggies Halloween🐶🍭
#ハッピーハロウィン #あつまれどうぶつの森 #AnimalCrossing https://t.co/je5rBx3yrU",Twitter Web App,497,1945,10/31/2021
2021-11-05 02:09:47+00:00,1.46E+18,✨happiness✨ in the form of a hanging chair #acnh #AnimalCrossing #AnimalCrossingNewHorizions https://t.co/wFhm3X659g,Twitter for iPhone,495,6666,11/5/2021
2021-11-04 15:56:19+00:00,1.46E+18,among #AnimalCrossing #ACNH #NintendoSwitch https://t.co/wlxSEsBDSl,Nintendo Switch Share,494,5595,11/4/2021
2021-10-30 15:39:51+00:00,1.45E+18,"instead of orange molly, i offer you pumpkin molly 🎃 

♡ — #acnh #animalcrossing  #どうぶつの森 https://t.co/SEZ22YcW2m",Twitter for iPad,489,2478,10/30/2021
2021-11-05 16:59:06+00:00,1.46E+18,"my new house🍂🧺…

#acnh #acnhdesign #animalcrossing #animalcrossingnewhorizons #animalcrossingdesign #どうぶつの森 https://t.co/RiPLa8iP4k",Twitter for iPhone,482,4546,11/5/2021
2021-11-01 16:03:28+00:00,1.46E+18,"8 New Design Ideas for Kapp'n's Pier using my newly released codes!🌴
#ACNH #AnimalCrossingNewHorizons… https://t.co/5hkCKpqAGb",Twitter Web App,466,3022,11/1/2021
2021-10-31 14:38:01+00:00,1.45E+18,"To celebrate this Halloween I made this Animal Crossing x Bloodborne Crossover! 👻

What happened to the actual Isab… https://t.co/vAl43zc23L",Twitter Web App,445,1581,10/31/2021
2021-11-05 22:43:49+00:00,1.46E+18,"Cuties 💕

#AnimalCrossing #ACNH #AnimalCrossingNewHorizons  #Nintendo #fanart https://t.co/KxYIIktHlT",Twitter Web App,417,2016,11/5/2021
2021-11-02 17:01:39+00:00,1.46E+18,"conjured up a new dress! ✨
#ACNH #AnimalCrossing #ACNHDesign https://t.co/b1GaZnSb47",Twitter Web App,394,1941,11/2/2021
2021-11-05 17:43:05+00:00,1.46E+18,The update has buffed Nook - he's President now?! #AnimalCrossing #ACNH #NintendoSwitch https://t.co/uhAAC7VQNb,Nintendo Switch Share,393,6028,11/5/2021
2021-11-05 23:25:34+00:00,1.46E+18,"the cave beside the land bridge 🍃 
#animalcrossing #acnh https://t.co/UwxLVk4RXW",Twitter for iPhone,393,2882,11/5/2021
2021-11-05 21:31:33+00:00,1.46E+18,"Listen to the Gyroids Jam 
#AnimalCrossing #AnimalCrossingNewHorizons https://t.co/OGLSgbPaTE",Twitter Web App,391,2126,11/5/2021
2021-11-05 00:40:24+00:00,1.46E+18,"yes yes &amp; yes!! 

#ACNH #AnimalCrossingNewHorizons #AnimalCrossing https://t.co/TZinVx97ru",Twitter for iPhone,335,2066,11/5/2021
2021-10-30 22:08:15+00:00,1.45E+18,"Bones and I are very happy to finally share our winter road designs with you✨⛄️ 
#ACNH #AnimalCrossing https://t.co/cS5FvCgCSP",Twitter for iPhone,324,1957,10/30/2021
2021-11-01 01:09:57+00:00,1.45E+18,Happy Halloween! 🎃 #animalcrossing https://t.co/KXvtGLQ1xK,Twitter Web App,322,3317,11/1/2021
2021-11-05 16:15:23+00:00,1.46E+18,"New villager giveaway! 

One winner receives a new villager of their choice! 

To enter:
🍭Follow @carebearti  
🍭Ret… https://t.co/KXWwNAS5Yg",Twitter for Android,280,304,11/5/2021
2021-11-05 22:55:27+00:00,1.46E+18,"preschool for little saplings 🎨🤍

#ACNH #AnimalCrossingNewHorizons #AnimalCrossing #ACNHDesigns https://t.co/n8tiGCwyiV",Twitter for iPhone,275,2602,11/5/2021
2021-11-02 00:18:27+00:00,1.46E+18,"First sketch batch of Villagers!
#AnimalCrossing #ACNH https://t.co/V5LyyoFJy7",Twitter Web App,275,1729,11/2/2021
2021-11-04 19:21:11+00:00,1.46E+18,"All hail the rattan chair 
#AnimalCrossingNewHorizons #acnh #AnimalCrossing https://t.co/nXW6B2R17v",Twitter for Android,270,3077,11/4/2021
2021-11-05 09:13:12+00:00,1.46E+18,"fenea from another perspective 🌿🍂

#acnh #animalcrossing https://t.co/rl34nZRgqB",Twitter for iPhone,267,1976,11/5/2021
2021-11-01 02:03:51+00:00,1.45E+18,"teddy dressed up as a bear. 🥺

— #animalcrossing #あつまれどうぶつの森 https://t.co/ewCYgxdLr6",Twitter for iPhone,261,3705,11/1/2021
2021-11-05 21:14:33+00:00,1.46E+18,"The western furniture is life 🥺... look how good it matches with plants and you know I love plants 🤪🌿
I have so muc… https://t.co/ljs45fOxdF",Twitter for Android,256,2404,11/5/2021
2021-10-31 16:00:37+00:00,1.45E+18,"🖤 DA Update 🤍
🎃 Welcome to Àsgard, a spooky black &amp; white island 🎃
~ DA-4273-9372-1506 ~
Get ready to tremble with… https://t.co/jHETChSxkt",Twitter for Android,250,1371,10/31/2021
2021-11-02 03:09:06+00:00,1.46E+18,"Today, we will deliver information about the Paradise Planning office!

The reception and souvenir shop are on the… https://t.co/RFf0cek07M",Twitter for iPhone,247,3097,11/2/2021
2021-11-02 07:36:08+00:00,1.46E+18,@ednjm_NOEL's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter for Android,247,0,11/2/2021
2021-11-02 16:51:57+00:00,1.46E+18,me trying to revive spontaneous island visits with friends as soon as the update drops #AnimalCrossing https://t.co/pMb2tkOOvB,Twitter for iPhone,247,1581,11/2/2021
2021-11-04 18:48:03+00:00,1.46E+18,"My heart is going to explode. 

— #acnh #animalcrossing #どうぶつの森 https://t.co/BtbjtJChF2",Twitter for iPhone,243,1890,11/4/2021
2021-11-01 20:27:27+00:00,1.46E+18,"Bridge of lights ✨

#AnimalCrossing #ACNH https://t.co/OlV63Hll0N",Twitter for iPhone,243,2293,11/1/2021
2021-11-01 12:48:52+00:00,1.46E+18,"Don't forget to order this prize. 
 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/H1rGQRgfLW",Nintendo Switch Share,240,3501,11/1/2021
2021-11-05 13:45:07+00:00,1.46E+18,"Add partitions, pillars, soundscapes, and customize lighting in homes to open up the creative possibilities in the… https://t.co/cQsexkbNg4",Sprinklr Publishing,230,2587,11/5/2021
2021-11-02 13:28:24+00:00,1.46E+18,"the sunken pond ✨

#acnh #animalcrossing #acnhinspo #acnhdesign https://t.co/iOGkSEJQBZ",Twitter for iPhone,217,1966,11/2/2021
2021-11-05 17:42:40+00:00,1.46E+18,"To the castle 🏰 

#ACNHUpdate #ACNH #AnimalCrossing https://t.co/Pj7pExnyi1",Twitter for iPhone,217,2137,11/5/2021
2021-11-04 19:41:33+00:00,1.46E+18,Mr. Resetti has a new outlook on resetting in #AnimalCrossing: New Horizons 2.0 https://t.co/xl38ZMJZiu https://t.co/lwpNc7Dpzs,dlvr.it,212,2358,11/4/2021
2021-10-31 01:46:32+00:00,1.45E+18,"fishing!!
#animalcrossing  #acnh https://t.co/cUYDlIZHZb",Twitter for iPhone,199,2149,10/31/2021
2021-10-31 02:25:58+00:00,1.45E+18,"Windermere’s DA is finally here - DA 7444-1880-3768 🥂

Windermere is an island adorned with azaleas, flamingos and… https://t.co/3H2DeQM7kq",Twitter for iPhone,198,1155,10/31/2021
2021-11-01 19:00:01+00:00,1.46E+18,"—— new design

#AnimalCrossing #acnh #ACNHDesign #ACNHDesigns #マイデザイン #マイデザイン配布  #あつ森マイデザ  #あつ森 https://t.co/uLo0NaEDDp",Twitter Web App,196,1201,11/1/2021
2021-10-31 08:23:44+00:00,1.45E+18,"HAPPY SPOOKY DAY 👻🤍🍂

─ #acnh #animalcrossing #acnhart #halloween2021  #spookyday .•｡✩ https://t.co/xYrlqiSHv4",Twitter for iPhone,193,1225,10/31/2021
2021-11-01 17:43:39+00:00,1.46E+18,😔 nintendo strikes again with the disappointment #AnimalCrossing https://t.co/06Sa0qzqy4,Twitter for iPhone,191,2545,11/1/2021
2021-11-02 22:55:47+00:00,1.46E+18,"Home sweet home🎄❤🎄❤
#ACNH #AnimalCrossingNewHorizons #AnimalCrossing #acnhinspo #ACNHDesign https://t.co/7mRng4wv8D",Twitter for Android,189,852,11/2/2021
2021-11-05 16:04:51+00:00,1.46E+18,"reading under the tree🤍

#AnimalCrossingNewHorizons #ACNH #AnimalCrossing #ACNHDesigns https://t.co/AL38m8w9ZE",Twitter for iPhone,188,1697,11/5/2021
2021-11-04 23:53:20+00:00,1.46E+18,"If you've finished a museum wing, Blathers now gives you these awesome posters that I'd genuinely hang in our house… https://t.co/Edz5DxbYtC",Nintendo Switch Share,188,2571,11/4/2021
2021-11-01 15:16:05+00:00,1.46E+18,"Treasure island and max bells mega giveaway!! 🙀

Win an 30 minutes of unlimited trips to any of my islands 🏝 and a… https://t.co/kpR2dRU4wP",Twitter for Android,186,145,11/1/2021
2021-10-31 12:44:44+00:00,1.45E+18,"am i NOT scary enough for you? 
#animalcrossing https://t.co/j5mgJv4A4k",Twitter for iPhone,182,3565,10/31/2021
2021-11-05 21:10:58+00:00,1.46E+18,Giveaway for 2 people to catalog ALL 2.0 furniture items! There are more than 2000 new furniture items to catalog a… https://t.co/pteamCQEmS,Twitter Web App,174,118,11/5/2021
2021-11-05 13:35:05+00:00,1.46E+18,"You’ll be able to select an island, each with distinctive features. Choose the island that you think best matches t… https://t.co/tEoxdbobNJ",Sprinklr Publishing,174,1959,11/5/2021
2021-10-30 17:24:05+00:00,1.45E+18,"Last minute shopping for Spooky Day tomorrow! 🎃🧺🍂

#acnh #animalcrossing https://t.co/YDL4bfy0q3",Twitter for iPhone,173,1553,10/30/2021
2021-11-05 15:38:07+00:00,1.46E+18,"This is infuriating...
 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/JEmF0tQKvV",Nintendo Switch Share,163,1454,11/5/2021
2021-11-05 18:26:35+00:00,1.46E+18,"I will simply pass away 🌷🌸💗
#acnh #ACNHUpdate #AnimalCrossing https://t.co/we0cT9SsK5",Twitter for iPhone,163,2087,11/5/2021
2021-11-04 16:28:09+00:00,1.46E+18,She really just gave me a bowl cut lmao nooo #AnimalCrossing #ACNH #NintendoSwitch https://t.co/i2TNKYdmpj,Nintendo Switch Share,157,3476,11/4/2021
2021-10-30 17:17:28+00:00,1.45E+18,"i’m too excited for this update + DLC🙈🤎 

#AnimalCrossing #ACNH https://t.co/cAeGxe8pRo",Twitter for iPhone,155,2252,10/30/2021
2021-11-05 21:12:36+00:00,1.46E+18,In love with my new living room 👑🩰🎀✨🌸 #acnh #acnhpink #acprincesscore #animalcrossing #animalcrossingnewhorizons https://t.co/naZDbGoprg,Twitter for iPhone,154,982,11/5/2021
2021-11-04 18:06:08+00:00,1.46E+18,"introducing my “cup of coffee” collection by yours truly 🤎 inspired by my new theme &amp; love of coffee ☕️

my blush i… https://t.co/uccfQ2M3aG",Twitter for iPhone,153,1080,11/4/2021
2021-11-05 22:07:19+00:00,1.46E+18,"I know we all had to start with that same reading room for Eloise, here was mine! 🥺👉👈

#acnh #animalcrossing… https://t.co/h2ev8yhEBT",Twitter for iPhone,150,1734,11/5/2021
2021-10-31 15:13:07+00:00,1.45E+18,"welcome to honey 🍯 an early morning cozy forestcore island inspo by nature, flowers &amp; friendship🤍🌿

DA-5631-2036-49… https://t.co/IIUKaBjtme",Twitter for iPhone,149,1561,10/31/2021
2021-11-05 01:45:53+00:00,1.46E+18,"Interiors: Shino, Tiansheng, Ione, Sasha
#AnimalCrossing #ACNH https://t.co/S83SduRVPz",Twitter for Android,149,809,11/5/2021
2021-11-01 23:47:10+00:00,1.46E+18,Dohalim il Qaras cosplay as requested! #AnimalCrossing #ACNH #TalesofArise https://t.co/uzLV0RLfQo,Nintendo Switch Share,146,459,11/1/2021
2021-11-01 03:56:40+00:00,1.46E+18,"Not sure if I have posted this here 😂

#acnh #どうぶつの森 #AnimalCrossing #AnimalCrossingNewHorizons https://t.co/c3erwqBOl8",Twitter for iPhone,144,1173,11/1/2021
2021-11-05 21:59:09+00:00,1.46E+18,"👒 Eloise’s Reading Room 📚
I’m loving HHD so much so far ♡
— #ACNH #どうぶつの森 #AnimalCrossing https://t.co/6mHhsTqMJz",Twitter for iPhone,140,1354,11/5/2021
2021-11-05 02:28:29+00:00,1.46E+18,kappn took me to a cherry blossom island and even the beach bottle was a sakura diy !!! #AnimalCrossing #ACNH… https://t.co/y7EX9e7zPM,Nintendo Switch Share,140,3268,11/5/2021
2021-11-02 18:30:58+00:00,1.46E+18,Looking forward to these three 🥺💖 #AnimalCrossing #ACNH https://t.co/ISwoLLWxyC,Twitter for iPhone,137,488,11/2/2021
2021-11-01 16:01:12+00:00,1.46E+18,"welcome to my meadowcore island, ginger 🌼💐

#acnh #animalcrossing #acnhinspo https://t.co/PrEcwEBxFC",Twitter for iPhone,134,1087,11/1/2021
2021-11-05 21:30:05+00:00,1.46E+18,"My new entrance : before &amp; after 🐯🌵

#AnimalCrossing #ACNH https://t.co/EvYkH72hIr",Twitter for iPhone,125,1319,11/5/2021
2021-11-05 17:22:45+00:00,1.46E+18,"✨ Welcome to animal crossing 2.0 ✨ 

#AnimalCrossing https://t.co/nU3tRMaBhW",Twitter for iPhone,124,1412,11/5/2021
2021-11-05 20:59:40+00:00,1.46E+18,Shino is cute... I love the fangs #AnimalCrossing #ACNH #NintendoSwitch https://t.co/ipA7sLaA9T,Nintendo Switch Share,124,820,11/5/2021
2021-11-04 19:19:20+00:00,1.46E+18,I know my entrance is un finished but I also want to share with you some pics using some of the new items 😭 I am li… https://t.co/RULqhNQdxA,Twitter for iPhone,123,1079,11/4/2021
2021-11-05 19:47:55+00:00,1.46E+18,Welcome to Paisley! My rural/town/nostalgia-core island. Major inspo from my hometown and all the little villages a… https://t.co/0FBEmCMhqO,Twitter Web App,122,1189,11/5/2021
2021-11-04 19:01:29+00:00,1.46E+18,"How’s it going with the new update?🥳
.
I’m really speechless for the new amount of items they put, besides, I can’t… https://t.co/99hlakfsJ9",Twitter for iPhone,117,962,11/4/2021
2021-10-30 16:25:28+00:00,1.45E+18,"good morning!

#ACNH #AnimalCrossing https://t.co/RGP1mQI2bz",Twitter for iPhone,115,1552,10/30/2021
2021-11-05 01:18:03+00:00,1.46E+18,yes bitch fuck it up!!!!!!!!!!!!!!!! #AnimalCrossing #ACNH #NintendoSwitch https://t.co/q7842lKxwc,Nintendo Switch Share,115,311,11/5/2021
2021-11-05 18:26:10+00:00,1.46E+18,"villager ga! 

two winners receives a new villager of their choice! 

to enter:
• follow me , @Giha_TI!  
• like +… https://t.co/Rlf8PBzkuA",Twitter for iPhone,114,162,11/5/2021
2021-10-30 18:06:09+00:00,1.45E+18,Corpse Bride 🧟 #AnimalCrossing https://t.co/JsmF6Z9tM0,Twitter for iPad,112,858,10/30/2021
2021-11-05 07:36:13+00:00,1.46E+18,My new custom design!  A Gyroid Garden sign! #AnimalCrossing #ACNH #NintendoSwitch https://t.co/OVbdq9NAjq,Nintendo Switch Share,111,622,11/5/2021
2021-11-05 01:22:08+00:00,1.46E+18,Sasha and Shino are coming to my island!  Is everyone excited about the new update? #AnimalCrossing #ACNH https://t.co/qgaUlVhxg7,Twitter Web App,110,321,11/5/2021
2021-11-05 17:20:24+00:00,1.46E+18,"Obsessed with that chair! I had to make an interior with it once I came across it! 😍❤️

#acnh… https://t.co/S5ZPcUCSaJ",Twitter for iPhone,108,1185,11/5/2021
2021-11-05 15:11:10+00:00,1.46E+18,"Yess!!!! 
#AnimalCrossing #ACNH #NintendoSwitch https://t.co/jwkDqV8CnZ",Nintendo Switch Share,105,2615,11/5/2021
2021-11-02 19:42:56+00:00,1.46E+18,"🧚🏻‍♀️ GLOBAL HAPPY HOME PARADISE GIVEAWAY 🧚🏻‍♀️

required to enter:
🧸 following me
🧸 like &amp; rt this post
🧸 comment… https://t.co/ON7ZImw7By",Twitter for iPad,105,110,11/2/2021
2021-10-30 22:09:38+00:00,1.45E+18,"a pillow fort for stitches 🧸🛏️

#AnimalCrossing #ACNH #ACNHDesign #AnimalCrossingDesigns #NintendoSwitch… https://t.co/ocpXTNOiJb",Twitter Web App,104,732,10/30/2021
2021-10-31 18:54:49+00:00,1.45E+18,"HAPPY HALLOWEEN MY FRIENDS🤎🍂

#acnh #animalcrossing https://t.co/aYYbpgWkl4",Twitter for iPhone,103,1330,10/31/2021
2021-11-01 23:10:50+00:00,1.46E+18,Shino is talking to Sasha about being transgender :D they are besties 💙 #AnimalCrossing #animalcrossingfanart https://t.co/zaYJTKLZjm,Twitter for Android,103,477,11/1/2021
2021-11-01 18:12:34+00:00,1.46E+18,"🚨 ACNH GIVEAWAY
400 NMTS

✈️ 1 WINNER
RULES:
🏝Must follow me, @carebearti &amp; @amycrossings
🏝️Retweet this post

⏰End… https://t.co/ssRY532iW6",Twitter for Android,103,89,11/1/2021
2021-10-31 11:12:23+00:00,1.45E+18,"Happy Halloween🎃👻

#あつ森 #あつ森写真部 #Halloween 
#AnimalCrossing #ACNH https://t.co/IPkl0loFby",Twitter for iPhone,102,797,10/31/2021
2021-11-05 14:13:37+00:00,1.46E+18,made the remilia fight as a design in ACNH a few months ago but i kept forgetting to share #AnimalCrossing #ACNH… https://t.co/cgCnHqD2LN,Nintendo Switch Share,100,283,11/5/2021
2021-11-04 21:51:28+00:00,1.46E+18,I'm so blessed #AnimalCrossing #ACNH https://t.co/AZsz4cXfxm,Nintendo Switch Share,98,2803,11/4/2021
2021-11-05 20:22:25+00:00,1.46E+18,omgg SO CUTEE #AnimalCrossing #ACNH #NintendoSwitch https://t.co/SrUEuGreGk,Nintendo Switch Share,97,1878,11/5/2021
2021-11-01 18:58:17+00:00,1.46E+18,"Apparently I'm a decoy duck 😬

🍃🌺 COTTAGECORE GA🌾🌻

WIN 40 ITEMS AND DIYS

➡️ Follow me and @NeverlandTI 

♻️ Retwe… https://t.co/aDczoOD9N9",Twitter for Android,96,76,11/1/2021
2021-11-04 22:35:34+00:00,1.46E+18,"Day one with the update 😍
#acnh #animalcrossing #acnhinspo https://t.co/XRRwjMcexV",Twitter for iPhone,96,1051,11/4/2021
2021-11-02 16:59:45+00:00,1.46E+18,"Treasure island and max bells mega giveaway! 🙀 (again!)

Win an 30 minutes of unlimited trips to any of my islands… https://t.co/LjrwPjZSx4",Twitter for Android,96,68,11/2/2021
2021-11-02 03:05:55+00:00,1.46E+18,All of this is about to become my personality #animalcrossing https://t.co/2i1TSI0yu6,Twitter for iPhone,93,2642,11/2/2021
2021-10-30 21:43:00+00:00,1.45E+18,"Secret beach cul-de-sac 🍂 before&amp;after 🎃 #ACNH #ACNHdesign #animalcrossing  
#どうぶつの森 https://t.co/DcvX2hsJvz",Twitter for iPhone,93,1091,10/30/2021
2021-11-02 01:14:06+00:00,1.46E+18,Don't forget to order your handheld lanterns. They can be customized too! #AnimalCrossing #ACNH https://t.co/iy1ItmJE8v,Nintendo Switch Share,92,702,11/2/2021
2021-11-04 20:39:45+00:00,1.46E+18,"Rococo full set in 4 colors (gold, black, white and pink)
rest of frame colors are silver, brown, blue, light brown… https://t.co/2HY9xiGLS7",Twitter Web App,91,509,11/4/2021
2021-11-04 17:52:37+00:00,1.46E+18,harvey is my new favourite character #AnimalCrossing #ACNH #NintendoSwitch https://t.co/XBZixaadHk,Nintendo Switch Share,91,703,11/4/2021
2021-10-31 15:30:51+00:00,1.45E+18,"happy all hallows eve and blessed samhain~🎃🕯️🍂🕸️
~
#AnimalCrossing #ACNH #AnimalCrossingNewHorizions #halloween2021… https://t.co/ysYdXnzFeJ",Twitter for Android,90,703,10/31/2021
2021-11-02 15:23:10+00:00,1.46E+18,"resident services area is almost complete— what do we think so far?🍂

#ACNH #ACNHDesigns #AnimalCrossingNewHorizons… https://t.co/HfRlHbksQU",Twitter for iPhone,87,1110,11/2/2021
2021-11-01 18:46:42+00:00,1.46E+18,"Win all 30 PAINTINGS
+ 100 Nook Miles tickets 

➡️Follow me and @carebearti 

♻️ Retweet

Winner picked from retwee… https://t.co/blN2Wo3VaL",Twitter for Android,87,54,11/1/2021
2021-11-02 09:49:03+00:00,1.46E+18,Shionne Imeris cosplay! #AnimalCrossing #ACNH #TalesofArise https://t.co/JaHp7viAKw,Nintendo Switch Share,86,350,11/2/2021
2021-11-04 23:32:53+00:00,1.46E+18,u r so small #AnimalCrossing #ACNH #NintendoSwitch https://t.co/LKe4gBfwgT,Nintendo Switch Share,85,601,11/4/2021
2021-10-31 04:15:27+00:00,1.45E+18,"OBSESSED with this bag my mom got me from target 👉👈
#AnimalCrossing #ACNH #AnimalCrossingNewHorizons #ACNHDesign https://t.co/Qe9lhvQpzL",Twitter for Android,85,1511,10/31/2021
2021-11-05 19:13:51+00:00,1.46E+18,My Animal Crossing pins Kickstarter is now available! 🎉🎉 Pre order yours and help me make this collection a reality… https://t.co/KxRo4U9z77,Twitter for Android,84,214,11/5/2021
2021-11-01 18:52:28+00:00,1.46E+18,"just checking for mail 💌

— #acnh #animalcrossing https://t.co/jODYxaT1eL",Twitter for iPhone,83,995,11/1/2021
2021-11-04 15:47:16+00:00,1.46E+18,"NOOKSHOP 2.0 IS LIVE! ✨

We got some update items for ya’ll over at Nookshop Isle 2.0! Come join our Discord to get… https://t.co/Vaxx4azPV5",Twitter for iPhone,82,827,11/4/2021
2021-11-05 07:55:42+00:00,1.46E+18,oh thank god the power is back so i can post this #AnimalCrossing #ACNH #NintendoSwitch #gyroid #squeakoid https://t.co/mTb31TK0U1,Nintendo Switch Share,82,199,11/5/2021
2021-11-05 20:19:58+00:00,1.46E+18,"Aww. I hear ya, Resetti.

 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/XcOuuyPFy5",Nintendo Switch Share,79,550,11/5/2021
2021-10-30 15:34:02+00:00,1.45E+18,so ready for the new crops😇😇 #acnh #animalcrossing https://t.co/ho5bU6yF9f,Twitter for iPhone,79,1821,10/30/2021
2021-11-02 16:17:13+00:00,1.46E+18,"Flower crown babies 🌸

#acnh #animalcrossing https://t.co/iP4lQXFBJu",Twitter for iPhone,78,301,11/2/2021
2021-11-05 15:39:36+00:00,1.46E+18,blathers on thornbear 🍃 #animalcrossing https://t.co/c38F1QcOS8,Twitter for iPhone,77,910,11/5/2021
2021-10-30 21:08:51+00:00,1.45E+18,"🍂 wandering by the shops 🍂

#AnimalCrossing #AnimalCrossingNewHorizons https://t.co/wfAIGBUiB3",Twitter for Android,76,657,10/30/2021
2021-11-02 11:51:56+00:00,1.46E+18,"redid marina's house 🌿🌸

#acnh #animalcrossing https://t.co/BGgzoVIc5s",Twitter for iPhone,74,641,11/2/2021
2021-11-02 16:14:01+00:00,1.46E+18,"Apartments are ready who would like to rent one 😊
#AnimalCrossingNewHorizons #acnh #animalcrossing https://t.co/k4t0RA861d",Twitter for Android,73,769,11/2/2021
2021-11-02 15:45:00+00:00,1.46E+18,"Wahh so excited for the new animal crossing update! Getting my island all setup now hehe, also thought I'd draw Wol… https://t.co/4u6iVejSZC",Twitter Web App,73,179,11/2/2021
