emoji,group,before path,old_path,image_path,
4️⃣,misc,34-20e3.svg,emoji_images/34-20e3.svg,https://twemoji.maxcdn.com/v/latest/svg/34-20e3.svg,https://twemoji.maxcdn.com/v/latest/72x72/2764.png
\U0001f9a4,animal,1f9a4.svg,emoji_images/1f9a4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a4.svg,
\U0001f90c🏼,hand,1f90c-1f3fc.svg,emoji_images/1f90c-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f90c-1f3fc.svg,
\U0001f972,sentiment,1f972.svg,emoji_images/1f972.svg,https://twemoji.maxcdn.com/v/latest/svg/1f972.svg,
\U0001f977,misc,1f977.svg,emoji_images/1f977.svg,https://twemoji.maxcdn.com/v/latest/svg/1f977.svg,
\U0001f978,sentiment,1f978.svg,emoji_images/1f978.svg,https://twemoji.maxcdn.com/v/latest/svg/1f978.svg,
\U0001fa9c,tool,1fa9c.svg,emoji_images/1fa9c.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa9c.svg,
\U0001fa9e,furniture,1fa9e.svg,emoji_images/1fa9e.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa9e.svg,
\U0001fa84,tool,1fa84.svg,emoji_images/1fa84.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa84.svg,
\U0001faa6,halloween,1faa6.svg,emoji_images/1faa6.svg,https://twemoji.maxcdn.com/v/latest/svg/1faa6.svg,
\U0001faa8,misc,1faa8.svg,emoji_images/1faa8.svg,https://twemoji.maxcdn.com/v/latest/svg/1faa8.svg,
\U0001fab2,bug,1fab2.svg,emoji_images/1fab2.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab2.svg,
\U0001fab3,bug,1fab3.svg,emoji_images/1fab3.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab3.svg,
\U0001fab4,plant,1fab4.svg,emoji_images/1fab4.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab4.svg,
\U0001fab5,misc,1fab5.svg,emoji_images/1fab5.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab5.svg,
\U0001fab6,nature,1fab6.svg,emoji_images/1fab6.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab6.svg,
\U0001fad0,fruit,1fad0.svg,emoji_images/1fad0.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad0.svg,
\U0001fad1,fruit,1fad1.svg,emoji_images/1fad1.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad1.svg,
\U0001fad6,misc,1fad6.svg,emoji_images/1fad6.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad6.svg,
boy,misc,1f466.svg,emoji_images/1f466.svg,https://twemoji.maxcdn.com/v/latest/svg/1f466.svg,
girl,misc,1f467.svg,emoji_images/1f467.svg,https://twemoji.maxcdn.com/v/latest/svg/1f467.svg,
woman,misc,1f469.svg,emoji_images/1f469.svg,https://twemoji.maxcdn.com/v/latest/svg/1f469.svg,
©️,misc,a9.svg,emoji_images/a9.svg,https://twemoji.maxcdn.com/v/latest/svg/a9.svg,
®,misc,ae.svg,emoji_images/ae.svg,https://twemoji.maxcdn.com/v/latest/svg/ae.svg,
‼,misc,203c.svg,emoji_images/203c.svg,https://twemoji.maxcdn.com/v/latest/svg/203c.svg,
⁉️,misc,2049.svg,emoji_images/2049.svg,https://twemoji.maxcdn.com/v/latest/svg/2049.svg,
™,misc,2122.svg,emoji_images/2122.svg,https://twemoji.maxcdn.com/v/latest/svg/2122.svg,
⏰,misc,23f0.svg,emoji_images/23f0.svg,https://twemoji.maxcdn.com/v/latest/svg/23f0.svg,
▪,misc,25aa.svg,emoji_images/25aa.svg,https://twemoji.maxcdn.com/v/latest/svg/25aa.svg,
▶️,misc,25b6.svg,emoji_images/25b6.svg,https://twemoji.maxcdn.com/v/latest/svg/25b6.svg,
☀️,stars,2600.svg,emoji_images/2600.svg,https://twemoji.maxcdn.com/v/latest/svg/2600.svg,
☁️,misc,2601.svg,emoji_images/2601.svg,https://twemoji.maxcdn.com/v/latest/svg/2601.svg,
☃️,weather,2603.svg,emoji_images/2603.svg,https://twemoji.maxcdn.com/v/latest/svg/2603.svg,
☑️,misc,2611.svg,emoji_images/2611.svg,https://twemoji.maxcdn.com/v/latest/svg/2611.svg,
☔,weather,2614.svg,emoji_images/2614.svg,https://twemoji.maxcdn.com/v/latest/svg/2614.svg,
☕,food,2615.svg,emoji_images/2615.svg,https://twemoji.maxcdn.com/v/latest/svg/2615.svg,
☠️,seasonal,2620.svg,emoji_images/2620.svg,https://twemoji.maxcdn.com/v/latest/svg/2620.svg,
☮️,misc,262e.svg,emoji_images/262e.svg,https://twemoji.maxcdn.com/v/latest/svg/262e.svg,
☹️,sentiment,2639.svg,emoji_images/2639.svg,https://twemoji.maxcdn.com/v/latest/svg/2639.svg,
☺,sentiment,263a.svg,emoji_images/263a.svg,https://twemoji.maxcdn.com/v/latest/svg/263a.svg,
♥,heart,2665.svg,emoji_images/2665.svg,https://twemoji.maxcdn.com/v/latest/svg/2665.svg,
♻️,misc,267b.svg,emoji_images/267b.svg,https://twemoji.maxcdn.com/v/latest/svg/267b.svg,
⚓,tool,2693.svg,emoji_images/2693.svg,https://twemoji.maxcdn.com/v/latest/svg/2693.svg,
⚔️,tool,2694.svg,emoji_images/2694.svg,https://twemoji.maxcdn.com/v/latest/svg/2694.svg,
⚜️,misc,269c.svg,emoji_images/269c.svg,https://twemoji.maxcdn.com/v/latest/svg/269c.svg,
⚠️,misc,26a0.svg,emoji_images/26a0.svg,https://twemoji.maxcdn.com/v/latest/svg/26a0.svg,
⚡,weather,26a1.svg,emoji_images/26a1.svg,https://twemoji.maxcdn.com/v/latest/svg/26a1.svg,
⚰️,halloween,26b0.svg,emoji_images/26b0.svg,https://twemoji.maxcdn.com/v/latest/svg/26b0.svg,
⛄,weather,26c4.svg,emoji_images/26c4.svg,https://twemoji.maxcdn.com/v/latest/svg/26c4.svg,
⛅,weather,26c5.svg,emoji_images/26c5.svg,https://twemoji.maxcdn.com/v/latest/svg/26c5.svg,
⛈,weather,26c8.svg,emoji_images/26c8.svg,https://twemoji.maxcdn.com/v/latest/svg/26c8.svg,
⛏,tool,26cf.svg,emoji_images/26cf.svg,https://twemoji.maxcdn.com/v/latest/svg/26cf.svg,
⛩️,misc,26e9.svg,emoji_images/26e9.svg,https://twemoji.maxcdn.com/v/latest/svg/26e9.svg,
⛪,misc,26ea.svg,emoji_images/26ea.svg,https://twemoji.maxcdn.com/v/latest/svg/26ea.svg,
⛰,misc,26f0.svg,emoji_images/26f0.svg,https://twemoji.maxcdn.com/v/latest/svg/26f0.svg,
⛱,misc,26f1.svg,emoji_images/26f1.svg,https://twemoji.maxcdn.com/v/latest/svg/26f1.svg,
⛲,misc,26f2.svg,emoji_images/26f2.svg,https://twemoji.maxcdn.com/v/latest/svg/26f2.svg,
⛴,transportation,26f4.svg,emoji_images/26f4.svg,https://twemoji.maxcdn.com/v/latest/svg/26f4.svg,
⛵,transportation,26f5.svg,emoji_images/26f5.svg,https://twemoji.maxcdn.com/v/latest/svg/26f5.svg,
⛹🏻\u200d♀️,misc,26f9-1f3fb-200d-2640-fe0f.svg,emoji_images/26f9-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/26f9-1f3fb-200d-2640-fe0f.svg,
⛺,camping,26fa.svg,emoji_images/26fa.svg,https://twemoji.maxcdn.com/v/latest/svg/26fa.svg,
✅,misc,2705.svg,emoji_images/2705.svg,https://twemoji.maxcdn.com/v/latest/svg/2705.svg,
✈️,transportation,2708.svg,emoji_images/2708.svg,https://twemoji.maxcdn.com/v/latest/svg/2708.svg,
✊,hand,270a.svg,emoji_images/270a.svg,https://twemoji.maxcdn.com/v/latest/svg/270a.svg,
✊🏾,hand,270a-1f3fe.svg,emoji_images/270a-1f3fe.svg,https://twemoji.maxcdn.com/v/latest/svg/270a-1f3fe.svg,
✋🏻,hand,270b-1f3fb.svg,emoji_images/270b-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/270b-1f3fb.svg,
✌,hand,270c.svg,emoji_images/270c.svg,https://twemoji.maxcdn.com/v/latest/svg/270c.svg,
✌🏻,hand,270c-1f3fb.svg,emoji_images/270c.svg,https://twemoji.maxcdn.com/v/latest/svg/270c-1f3fb.svg,
✌🏽,hand,270c-1f3fd.svg,emoji_images/270c-1f3fd.svg,https://twemoji.maxcdn.com/v/latest/svg/270c-1f3fd.svg,
✔️,misc,2714.svg,emoji_images/2714.svg,https://twemoji.maxcdn.com/v/latest/svg/2714.svg,
✝,misc,271d.svg,emoji_images/271d.svg,https://twemoji.maxcdn.com/v/latest/svg/271d.svg,
✨,stars,2728.svg,emoji_images/2728.svg,https://twemoji.maxcdn.com/v/latest/svg/2728.svg,
❄️,seasonal,2744.svg,emoji_images/2744.svg,https://twemoji.maxcdn.com/v/latest/svg/2744.svg,
❇️,stars,2747.svg,emoji_images/2747.svg,https://twemoji.maxcdn.com/v/latest/svg/2747.svg,
❕,misc,2755.svg,emoji_images/2755.svg,https://twemoji.maxcdn.com/v/latest/svg/2755.svg,
❣️,heart,2763.svg,emoji_images/2763.svg,https://twemoji.maxcdn.com/v/latest/svg/2763.svg,
❤️,heart,2764.svg,emoji_images/2764.svg,https://twemoji.maxcdn.com/v/latest/svg/2764.svg,
❤️\u200d🔥,heart,2764-fe0f-200d-1f525.svg,emoji_images/2764-fe0f-200d-1f525.svg,https://twemoji.maxcdn.com/v/latest/svg/2764-fe0f-200d-1f525.svg,
❤️\u200d🩹,heart,2764-fe0f-200d-1fa79.svg,emoji_images/2764-fe0f-200d-1fa79.svg,https://twemoji.maxcdn.com/v/latest/svg/2764-fe0f-200d-1fa79.svg,
➡️,misc,27a1.svg,emoji_images/27a1.svg,https://twemoji.maxcdn.com/v/latest/svg/27a1.svg,
⤵️,misc,2935.svg,emoji_images/2935.svg,https://twemoji.maxcdn.com/v/latest/svg/2935.svg,
⬇️,misc,2b07.svg,emoji_images/2b07.svg,https://twemoji.maxcdn.com/v/latest/svg/2b07.svg,
⭐,stars,2b50.svg,emoji_images/2b50.svg,https://twemoji.maxcdn.com/v/latest/svg/2b50.svg,
⭕,misc,2b55.svg,emoji_images/2b55.svg,https://twemoji.maxcdn.com/v/latest/svg/2b55.svg,
🃏,misc,1f0cf.svg,emoji_images/1f0cf.svg,https://twemoji.maxcdn.com/v/latest/svg/1f0cf.svg,
🇬🇧,flag,1f1ec-1f1e7.svg,emoji_images/1f1ec-1f1e7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ec-1f1e7.svg,
🇮🇳,flag,1f1ee-1f1f3.svg,emoji_images/1f1ee-1f1f3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ee-1f1f3.svg,
🇯🇲,flag,1f1ef-1f1f2.svg,emoji_images/1f1ef-1f1f2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ef-1f1f2.svg,
🇯🇵,flag,1f1ef-1f1f5.svg,emoji_images/1f1ef-1f1f5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ef-1f1f5.svg,
🇲🇽,flag,1f1f2-1f1fd.svg,emoji_images/1f1f2-1f1fd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1f2-1f1fd.svg,
🇳🇿,flag,1f1f3-1f1ff.svg,emoji_images/1f1f3-1f1ff.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1f3-1f1ff.svg,
🇺🇸,flag,1f1fa-1f1f8.svg,emoji_images/1f1fa-1f1f8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1fa-1f1f8.svg,
🌃,misc,1f303.svg,emoji_images/1f303.svg,https://twemoji.maxcdn.com/v/latest/svg/1f303.svg,
🌄,misc,1f304.svg,emoji_images/1f304.svg,https://twemoji.maxcdn.com/v/latest/svg/1f304.svg,
🌅,misc,1f305.svg,emoji_images/1f305.svg,https://twemoji.maxcdn.com/v/latest/svg/1f305.svg,
🌈,misc,1f308.svg,emoji_images/1f308.svg,https://twemoji.maxcdn.com/v/latest/svg/1f308.svg,
🌊,misc,1f30a.svg,emoji_images/1f30a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f30a.svg,
🌌,misc,1f30c.svg,emoji_images/1f30c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f30c.svg,
🌒,stars,1f312.svg,emoji_images/1f312.svg,https://twemoji.maxcdn.com/v/latest/svg/1f312.svg,
🌔,stars,1f314.svg,emoji_images/1f314.svg,https://twemoji.maxcdn.com/v/latest/svg/1f314.svg,
🌕,stars,1f315.svg,emoji_images/1f315.svg,https://twemoji.maxcdn.com/v/latest/svg/1f315.svg,
🌖,stars,1f316.svg,emoji_images/1f316.svg,https://twemoji.maxcdn.com/v/latest/svg/1f316.svg,
🌘,stars,1f318.svg,emoji_images/1f318.svg,https://twemoji.maxcdn.com/v/latest/svg/1f318.svg,
🌙,stars,1f319.svg,emoji_images/1f319.svg,https://twemoji.maxcdn.com/v/latest/svg/1f319.svg,
🌚,stars,1f31a.svg,emoji_images/1f31a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31a.svg,
🌛,stars,1f31b.svg,emoji_images/1f31b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31b.svg,
🌜,stars,1f31c.svg,emoji_images/1f31c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31c.svg,
🌝,stars,1f31d.svg,emoji_images/1f31d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31d.svg,
🌞,stars,1f31e.svg,emoji_images/1f31e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31e.svg,
🌟,stars,1f31f.svg,emoji_images/1f31f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31f.svg,
🌠,stars,1f320.svg,emoji_images/1f320.svg,https://twemoji.maxcdn.com/v/latest/svg/1f320.svg,
🌥,weather,1f325.svg,emoji_images/1f325.svg,https://twemoji.maxcdn.com/v/latest/svg/1f325.svg,
🌧,weather,1f327.svg,emoji_images/1f327.svg,https://twemoji.maxcdn.com/v/latest/svg/1f327.svg,
🌨,weather,1f328.svg,emoji_images/1f328.svg,https://twemoji.maxcdn.com/v/latest/svg/1f328.svg,
🌩,weather,1f329.svg,emoji_images/1f329.svg,https://twemoji.maxcdn.com/v/latest/svg/1f329.svg,
🌬,weather,1f32c.svg,emoji_images/1f32c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f32c.svg,
🌰,fruit,1f330.svg,emoji_images/1f330.svg,https://twemoji.maxcdn.com/v/latest/svg/1f330.svg,
🌱,plant,1f331.svg,emoji_images/1f331.svg,https://twemoji.maxcdn.com/v/latest/svg/1f331.svg,
🌲,plant,1f332.svg,emoji_images/1f332.svg,https://twemoji.maxcdn.com/v/latest/svg/1f332.svg,
🌳,plant,1f333.svg,emoji_images/1f333.svg,https://twemoji.maxcdn.com/v/latest/svg/1f333.svg,
🌴,plant,1f334.svg,emoji_images/1f334.svg,https://twemoji.maxcdn.com/v/latest/svg/1f334.svg,
🌵,plant,1f335.svg,emoji_images/1f335.svg,https://twemoji.maxcdn.com/v/latest/svg/1f335.svg,
🌷,flower,1f337.svg,emoji_images/1f337.svg,https://twemoji.maxcdn.com/v/latest/svg/1f337.svg,
🌸,flower,1f338.svg,emoji_images/1f338.svg,https://twemoji.maxcdn.com/v/latest/svg/1f338.svg,
🌹,flower,1f339.svg,emoji_images/1f339.svg,https://twemoji.maxcdn.com/v/latest/svg/1f339.svg,
🌺,flower,1f33a.svg,emoji_images/1f33a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33a.svg,
🌻,flower,1f33b.svg,emoji_images/1f33b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33b.svg,
🌼,flower,1f33c.svg,emoji_images/1f33c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33c.svg,
🌽,fruit,1f33d.svg,emoji_images/1f33d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33d.svg,
🌾,plant,1f33e.svg,emoji_images/1f33e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33e.svg,
🌿,plant,1f33f.svg,emoji_images/1f33f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33f.svg,
🍀,plant,1f340.svg,emoji_images/1f340.svg,https://twemoji.maxcdn.com/v/latest/svg/1f340.svg,
🍁,seasonal,1f341.svg,emoji_images/1f341.svg,https://twemoji.maxcdn.com/v/latest/svg/1f341.svg,
🍂,seasonal,1f342.svg,emoji_images/1f342.svg,https://twemoji.maxcdn.com/v/latest/svg/1f342.svg,
🍃,plant,1f343.svg,emoji_images/1f343.svg,https://twemoji.maxcdn.com/v/latest/svg/1f343.svg,
🍄,seasonal,1f344.svg,emoji_images/1f344.svg,https://twemoji.maxcdn.com/v/latest/svg/1f344.svg,
🍅,fruit,1f345.svg,emoji_images/1f345.svg,https://twemoji.maxcdn.com/v/latest/svg/1f345.svg,
🍆,fruit,1f346.svg,emoji_images/1f346.svg,https://twemoji.maxcdn.com/v/latest/svg/1f346.svg,
🍊,fruit,1f34a.svg,emoji_images/1f34a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34a.svg,
🍋,fruit,1f34b.svg,emoji_images/1f34b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34b.svg,
🍌,fruit,1f34c.svg,emoji_images/1f34c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34c.svg,
🍍,fruit,1f34d.svg,emoji_images/1f34d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34d.svg,
🍎,fruit,1f34e.svg,emoji_images/1f34e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34e.svg,
🍐,fruit,1f350.svg,emoji_images/1f350.svg,https://twemoji.maxcdn.com/v/latest/svg/1f350.svg,
🍑,fruit,1f351.svg,emoji_images/1f351.svg,https://twemoji.maxcdn.com/v/latest/svg/1f351.svg,
🍒,fruit,1f352.svg,emoji_images/1f352.svg,https://twemoji.maxcdn.com/v/latest/svg/1f352.svg,
🍓,fruit,1f353.svg,emoji_images/1f353.svg,https://twemoji.maxcdn.com/v/latest/svg/1f353.svg,
🍕,food,1f355.svg,emoji_images/1f355.svg,https://twemoji.maxcdn.com/v/latest/svg/1f355.svg,
🍛,food,1f35b.svg,emoji_images/1f35b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f35b.svg,
🍟,food,1f35f.svg,emoji_images/1f35f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f35f.svg,
🍣,food,1f363.svg,emoji_images/1f363.svg,https://twemoji.maxcdn.com/v/latest/svg/1f363.svg,
🍨,food,1f368.svg,emoji_images/1f368.svg,https://twemoji.maxcdn.com/v/latest/svg/1f368.svg,
🍩,food,1f369.svg,emoji_images/1f369.svg,https://twemoji.maxcdn.com/v/latest/svg/1f369.svg,
🍪,food,1f36a.svg,emoji_images/1f36a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36a.svg,
🍫,food,1f36b.svg,emoji_images/1f36b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36b.svg,
🍬,food,1f36c.svg,emoji_images/1f36c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36c.svg,
🍭,food,1f36d.svg,emoji_images/1f36d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36d.svg,
🍯,food,1f36f.svg,emoji_images/1f36f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36f.svg,
🍰,food,1f370.svg,emoji_images/1f370.svg,https://twemoji.maxcdn.com/v/latest/svg/1f370.svg,
🍲,food,1f372.svg,emoji_images/1f372.svg,https://twemoji.maxcdn.com/v/latest/svg/1f372.svg,
🍳,food,1f373.svg,emoji_images/1f373.svg,https://twemoji.maxcdn.com/v/latest/svg/1f373.svg,
🍵,food,1f375.svg,emoji_images/1f375.svg,https://twemoji.maxcdn.com/v/latest/svg/1f375.svg,
🍶,food,1f376.svg,emoji_images/1f376.svg,https://twemoji.maxcdn.com/v/latest/svg/1f376.svg,
🍷,food,1f377.svg,emoji_images/1f377.svg,https://twemoji.maxcdn.com/v/latest/svg/1f377.svg,
🍸,food,1f378.svg,emoji_images/1f378.svg,https://twemoji.maxcdn.com/v/latest/svg/1f378.svg,
🍹,food,1f379.svg,emoji_images/1f379.svg,https://twemoji.maxcdn.com/v/latest/svg/1f379.svg,
🍽,food,1f37d.svg,emoji_images/1f37d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f37d.svg,
🎀,misc,1f380.svg,emoji_images/1f380.svg,https://twemoji.maxcdn.com/v/latest/svg/1f380.svg,
🎁,misc,1f381.svg,emoji_images/1f381.svg,https://twemoji.maxcdn.com/v/latest/svg/1f381.svg,
🎂,food,1f382.svg,emoji_images/1f382.svg,https://twemoji.maxcdn.com/v/latest/svg/1f382.svg,
🎃,seasonal,1f383.svg,emoji_images/1f383.svg,https://twemoji.maxcdn.com/v/latest/svg/1f383.svg,
🎄,seasonal,1f384.svg,emoji_images/1f384.svg,https://twemoji.maxcdn.com/v/latest/svg/1f384.svg,
🎅,seasonal,1f385.svg,emoji_images/1f385.svg,https://twemoji.maxcdn.com/v/latest/svg/1f385.svg,
🎅🏻,seasonal,1f385-1f3fb.svg,emoji_images/1f385-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f385-1f3fb.svg,
🎆,misc,1f386.svg,emoji_images/1f386.svg,https://twemoji.maxcdn.com/v/latest/svg/1f386.svg,
🎈,misc,1f388.svg,emoji_images/1f388.svg,https://twemoji.maxcdn.com/v/latest/svg/1f388.svg,
🎉,misc,1f389.svg,emoji_images/1f389.svg,https://twemoji.maxcdn.com/v/latest/svg/1f389.svg,
🎊,misc,1f38a.svg,emoji_images/1f38a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38a.svg,
🎋,plant,1f38b.svg,emoji_images/1f38b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38b.svg,
🎍,plant,1f38d.svg,emoji_images/1f38d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38d.svg,
🎗,misc,1f397.svg,emoji_images/1f397.svg,https://twemoji.maxcdn.com/v/latest/svg/1f397.svg,
🎙️,tool,1f399.svg,emoji_images/1f399.svg,https://twemoji.maxcdn.com/v/latest/svg/1f399.svg,
🎟,misc,1f39f.svg,emoji_images/1f39f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f39f.svg,
🎠,misc,1f3a0.svg,emoji_images/1f3a0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a0.svg,
🎡,misc,1f3a1.svg,emoji_images/1f3a1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a1.svg,
🎣,tool,1f3a3.svg,emoji_images/1f3a3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a3.svg,
🎤,tool,1f3a4.svg,emoji_images/1f3a4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a4.svg,
🎥,tool,1f3a5.svg,emoji_images/1f3a5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a5.svg,
🎧,tool,1f3a7.svg,emoji_images/1f3a7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a7.svg,
🎨,tool,1f3a8.svg,emoji_images/1f3a8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a8.svg,
🎬,tool,1f3ac.svg,emoji_images/1f3ac.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ac.svg,
🎮,tool,1f3ae.svg,emoji_images/1f3ae.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ae.svg,
🎲,tool,1f3b2.svg,emoji_images/1f3b2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b2.svg,
🎳,tool,1f3b3.svg,emoji_images/1f3b3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b3.svg,
🎵,music,1f3b5.svg,emoji_images/1f3b5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b5.svg,
🎶,music,1f3b6.svg,emoji_images/1f3b6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b6.svg,
🎸,music,1f3b8.svg,emoji_images/1f3b8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b8.svg,
🎻,music,1f3bb.svg,emoji_images/1f3bb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3bb.svg,
🎼,music,1f3bc.svg,emoji_images/1f3bc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3bc.svg,
🏁,flag,1f3c1.svg,emoji_images/1f3c1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3c1.svg,
🏃,misc,1f3c3.svg,emoji_images/1f3c3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3c3.svg,
🏕,misc,1f3d5.svg,emoji_images/1f3d5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d5.svg,
🏖,misc,1f3d6.svg,emoji_images/1f3d6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d6.svg,
🏘,misc,1f3d8.svg,emoji_images/1f3d8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d8.svg,
🏛,misc,1f3db.svg,emoji_images/1f3db.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3db.svg,
🏜,misc,1f3dc.svg,emoji_images/1f3dc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3dc.svg,
🏝,misc,1f3dd.svg,emoji_images/1f3dd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3dd.svg,
🏠,misc,1f3e0.svg,emoji_images/1f3e0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3e0.svg,
🏡,misc,1f3e1.svg,emoji_images/1f3e1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3e1.svg,
🏪,misc,1f3ea.svg,emoji_images/1f3ea.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ea.svg,
🏫,misc,1f3eb.svg,emoji_images/1f3eb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3eb.svg,
🏮,misc,1f3ee.svg,emoji_images/1f3ee.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ee.svg,
🏯,misc,1f3ef.svg,emoji_images/1f3ef.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ef.svg,
🏰,misc,1f3f0.svg,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3f0.svg,
🏳️\u200d⚧️,,,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🏴\u200d☠️,,,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🏷,misc,1f3f7.svg,emoji_images/1f3f7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3f7.svg,
🏺,misc,1f3fa.svg,emoji_images/1f3fa.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3fa.svg,
🐁,animal,1f401.svg,emoji_images/1f401.svg,https://twemoji.maxcdn.com/v/latest/svg/1f401.svg,
🐇,animal,1f407.svg,emoji_images/1f407.svg,https://twemoji.maxcdn.com/v/latest/svg/1f407.svg,
🐈,animal,1f408.svg,emoji_images/1f408.svg,https://twemoji.maxcdn.com/v/latest/svg/1f408.svg,
🐈\u200d⬛,animal,,emoji_images/1f408.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🐏,animal,1f40f.svg,emoji_images/1f40f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f40f.svg,
🐐,animal,1f410.svg,emoji_images/1f410.svg,https://twemoji.maxcdn.com/v/latest/svg/1f410.svg,
🐑,animal,1f411.svg,emoji_images/1f411.svg,https://twemoji.maxcdn.com/v/latest/svg/1f411.svg,
🐕,animal,1f415.svg,emoji_images/1f415.svg,https://twemoji.maxcdn.com/v/latest/svg/1f415.svg,
🐘,animal,1f418.svg,emoji_images/1f418.svg,https://twemoji.maxcdn.com/v/latest/svg/1f418.svg,
