emoji,group,before path,old_path,image_path,
🥇,misc,1f947.svg,emoji_images/1f947.svg,https://twemoji.maxcdn.com/v/latest/svg/1f947.svg,
🥔,fruit,1f954.svg,emoji_images/1f954.svg,https://twemoji.maxcdn.com/v/latest/svg/1f954.svg,
🥕,fruit,1f955.svg,emoji_images/1f955.svg,https://twemoji.maxcdn.com/v/latest/svg/1f955.svg,
🥖,food,1f956.svg,emoji_images/1f956.svg,https://twemoji.maxcdn.com/v/latest/svg/1f956.svg,
🥘,food,1f958.svg,emoji_images/1f958.svg,https://twemoji.maxcdn.com/v/latest/svg/1f958.svg,
🥚,food,1f95a.svg,emoji_images/1f95a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f95a.svg,
🥞,food,1f95e.svg,emoji_images/1f95e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f95e.svg,
🥠,food,1f960.svg,emoji_images/1f960.svg,https://twemoji.maxcdn.com/v/latest/svg/1f960.svg,
🥥,fruit,1f965.svg,emoji_images/1f965.svg,https://twemoji.maxcdn.com/v/latest/svg/1f965.svg,
🥨,food,1f968.svg,emoji_images/1f968.svg,https://twemoji.maxcdn.com/v/latest/svg/1f968.svg,
🥪,food,1f96a.svg,emoji_images/1f96a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96a.svg,
🥬,fruit,1f96c.svg,emoji_images/1f96c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96c.svg,
🥮,food,1f96e.svg,emoji_images/1f96e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96e.svg,
🥰,sentiment,1f970.svg,emoji_images/1f970.svg,https://twemoji.maxcdn.com/v/latest/svg/1f970.svg,
🥱,sentiment,1f971.svg,emoji_images/1f971.svg,https://twemoji.maxcdn.com/v/latest/svg/1f971.svg,
🥳,sentiment,1f973.svg,emoji_images/1f973.svg,https://twemoji.maxcdn.com/v/latest/svg/1f973.svg,
🥴,sentiment,1f974.svg,emoji_images/1f974.svg,https://twemoji.maxcdn.com/v/latest/svg/1f974.svg,
🥶,sentiment,1f976.svg,emoji_images/1f976.svg,https://twemoji.maxcdn.com/v/latest/svg/1f976.svg,
🥺,sentiment,1f97a.svg,emoji_images/1f97a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f97a.svg,
🦁,animal,1f981.svg,emoji_images/1f981.svg,https://twemoji.maxcdn.com/v/latest/svg/1f981.svg,
🦂,bug,1f982.svg,emoji_images/1f982.svg,https://twemoji.maxcdn.com/v/latest/svg/1f982.svg,
🦃,animal,1f983.svg,emoji_images/1f983.svg,https://twemoji.maxcdn.com/v/latest/svg/1f983.svg,
🦄,animal,1f984.svg,emoji_images/1f984.svg,https://twemoji.maxcdn.com/v/latest/svg/1f984.svg,
🦅,animal,1f985.svg,emoji_images/1f985.svg,https://twemoji.maxcdn.com/v/latest/svg/1f985.svg,
🦆,animal,1f986.svg,emoji_images/1f986.svg,https://twemoji.maxcdn.com/v/latest/svg/1f986.svg,
🦇,animal,1f987.svg,emoji_images/1f987.svg,https://twemoji.maxcdn.com/v/latest/svg/1f987.svg,
🦉,animal,1f989.svg,emoji_images/1f989.svg,https://twemoji.maxcdn.com/v/latest/svg/1f989.svg,
🦊,animal,1f98a.svg,emoji_images/1f98a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98a.svg,
🦋,bug,1f98b.svg,emoji_images/1f98b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98b.svg,
🦌,animal,1f98c.svg,emoji_images/1f98c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98c.svg,
🦍,animal,1f98d.svg,emoji_images/1f98d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98d.svg,
🦑,animal,1f991.svg,emoji_images/1f991.svg,https://twemoji.maxcdn.com/v/latest/svg/1f991.svg,
🦒,animal,1f992.svg,emoji_images/1f992.svg,https://twemoji.maxcdn.com/v/latest/svg/1f992.svg,
🦓,animal,1f993.svg,emoji_images/1f993.svg,https://twemoji.maxcdn.com/v/latest/svg/1f993.svg,
🦔,animal,1f994.svg,emoji_images/1f994.svg,https://twemoji.maxcdn.com/v/latest/svg/1f994.svg,
🦕,animal,1f995.svg,emoji_images/1f995.svg,https://twemoji.maxcdn.com/v/latest/svg/1f995.svg,
🦖,animal,1f996.svg,emoji_images/1f996.svg,https://twemoji.maxcdn.com/v/latest/svg/1f996.svg,
🦗,animal,1f997.svg,emoji_images/1f997.svg,https://twemoji.maxcdn.com/v/latest/svg/1f997.svg,
🦘,animal,1f998.svg,emoji_images/1f998.svg,https://twemoji.maxcdn.com/v/latest/svg/1f998.svg,
🦝,animal,1f99d.svg,emoji_images/1f99d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f99d.svg,
🦥,animal,1f9a5.svg,emoji_images/1f9a5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a5.svg,
🦦,animal,1f9a6.svg,emoji_images/1f9a6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a6.svg,
🦴,misc,1f9b4.svg,emoji_images/1f9b4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9b4.svg,
🧀,food,1f9c0.svg,emoji_images/1f9c0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c0.svg,
🧁,food,1f9c1.svg,emoji_images/1f9c1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c1.svg,
🧃,food,1f9c3.svg,emoji_images/1f9c3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c3.svg,
🧆,food,1f9c6.svg,emoji_images/1f9c6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c6.svg,
🧍,misc,1f9cd.svg,emoji_images/1f9cd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd.svg,
🧍\u200d♂️,misc,1f9cd-200d-2642-fe0f.svg,emoji_images/1f9cd-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd-200d-2642-fe0f.svg,
🧍🏾\u200d♀️,misc,1f9cd-1f3fe-200d-2640-fe0f.svg,emoji_images/1f9cd-1f3fe-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd-1f3fe-200d-2640-fe0f.svg,
🧐,sentiment,1f9d0.svg,emoji_images/1f9d0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d0.svg,
🧑\u200d🌾,misc,1f9d1-200d-1f33e.svg,emoji_images/1f9d1-200d-1f33e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d1-200d-1f33e.svg,
🧑🏽\u200d🍳,misc,1f9d1-1f3fd-200d-1f373.svg,emoji_images/1f9d1-1f3fd-200d-1f373.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d1-1f3fd-200d-1f373.svg,
🧙,misc,1f9d9.svg,emoji_images/1f9d9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9.svg,
🧙\u200d♀️,misc,1f9d9-200d-2640-fe0f.svg,emoji_images/1f9d9-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-200d-2640-fe0f.svg,
🧙🏻\u200d♀️,misc,1f9d9-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9d9-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-1f3fb-200d-2640-fe0f.svg,
🧙🏻\u200d♂️,misc,1f9d9-1f3fb-200d-2642-fe0f.svg,emoji_images/1f9d9-1f3fb-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-1f3fb-200d-2642-fe0f.svg,
🧚,misc,1f9da.svg,emoji_images/1f9da.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da.svg,
🧚🏻\u200d♀️,misc,1f9da-200d-2640-fe0f.svg,emoji_images/1f9da-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-200d-2640-fe0f.svg,
🧚🏼\u200d♀️,misc,1f9da-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9da-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-1f3fc-200d-2640-fe0f.svg,
🧚🏽\u200d♀️,misc,1f9da-1f3fd-200d-2640-fe0f.svg,emoji_images/1f9da-1f3fd-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-1f3fd-200d-2640-fe0f.svg,
🧛,misc,1f9db.svg,emoji_images/1f9db.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db.svg,
🧛\u200d♀️,misc,1f9db-200d-2640-fe0f.svg,emoji_images/1f9db-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-200d-2640-fe0f.svg,
🧛🏻,misc,1f9db-1f3fb.svg,emoji_images/1f9db-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fb.svg,
🧛🏻\u200d♀️,misc,1f9db-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9db-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fb-200d-2640-fe0f.svg,
🧛🏼,misc,1f9db-1f3fc.svg,emoji_images/1f9db-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fc.svg,
🧛🏼\u200d♀️,misc,1f9db-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9db-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fc-200d-2640-fe0f.svg,
🧜🏻\u200d♀️,misc,1f9dc-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9dc-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dc-1f3fb-200d-2640-fe0f.svg,
🧜🏼\u200d♀️,misc,1f9dc-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9dc-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dc-1f3fc-200d-2640-fe0f.svg,
🧝,misc,1f9dd.svg,emoji_images/1f9dd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd.svg,
🧝🏼\u200d♀️,misc,1f9dd-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9dd-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd-1f3fc-200d-2640-fe0f.svg,
🧝🏽\u200d♀️,misc,1f9dd-1f3fd-200d-2640-fe0f.svg,emoji_images/1f9dd-1f3fd-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd-1f3fd-200d-2640-fe0f.svg,
🧟,misc,1f9df.svg,emoji_images/1f9df.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df.svg,
🧟\u200d♀️,misc,1f9df-200d-2640-fe0f.svg,emoji_images/1f9df-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df-200d-2640-fe0f.svg,
🧟\u200d♂️,misc,1f9df-200d-2642-fe0f.svg,emoji_images/1f9df-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df-200d-2642-fe0f.svg,
🧡,heart,1f9e1.svg,emoji_images/1f9e1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e1.svg,
🧣,misc,1f9e3.svg,emoji_images/1f9e3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e3.svg,
🧥,misc,1f9e5.svg,emoji_images/1f9e5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e5.svg,
🧦,misc,1f9e6.svg,emoji_images/1f9e6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e6.svg,
🧪,misc,1f9ea.svg,emoji_images/1f9ea.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9ea.svg,
🧱,misc,1f9f1.svg,emoji_images/1f9f1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f1.svg,
🧶,misc,1f9f6.svg,emoji_images/1f9f6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f6.svg,
🧸,misc,1f9f8.svg,emoji_images/1f9f8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f8.svg,
🧹,tool,1f9f9.svg,emoji_images/1f9f9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f9.svg,
🧺,misc,1f9fa.svg,emoji_images/1f9fa.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9fa.svg,
🧿,misc,1f9ff.svg,emoji_images/1f9ff.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9ff.svg,
🩰,misc,1fa70.svg,emoji_images/1fa70.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa70.svg,
🩲,misc,1fa72.svg,emoji_images/1fa72.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa72.svg,
🩸,misc,1fa78.svg,emoji_images/1fa78.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa78.svg,
🩹,misc,1fa79.svg,emoji_images/1fa79.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa79.svg,
🪁,misc,1fa81.svg,emoji_images/1fa81.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa81.svg,
🪐,stars,1fa90.svg,emoji_images/1fa90.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa90.svg,
🪑,furniture,1fa91.svg,emoji_images/1fa91.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa91.svg,
🪓,tool,1fa93.svg,emoji_images/1fa93.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa93.svg,
