emoji,before path,old_path,image_path,
🙋🏼\u200d♀️,1f64b-1f3fc-200d-2640-fe0f.svg,emoji_images/1f64b-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64b-1f3fc-200d-2640-fe0f.svg,
🙌,1f64c.svg,emoji_images/1f64c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64c.svg,
🙌🏻,1f64c-1f3fb.svg,emoji_images/1f64c-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64c-1f3fb.svg,
🙌🏼,1f64c-1f3fc.svg,emoji_images/1f64c-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64c-1f3fc.svg,
🙌🏽,1f64c-1f3fd.svg,emoji_images/1f64c-1f3fd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64c-1f3fd.svg,
🙏,1f64f.svg,emoji_images/1f64f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64f.svg,
🙏🏼,1f64f-1f3fc.svg,emoji_images/1f64f-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64f-1f3fc.svg,
🙏🏽,1f64f-1f3fd.svg,emoji_images/1f64f-1f3fd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f64f-1f3fd.svg,
🚀,1f680.svg,emoji_images/1f680.svg,https://twemoji.maxcdn.com/v/latest/svg/1f680.svg,
🚂,1f682.svg,emoji_images/1f682.svg,https://twemoji.maxcdn.com/v/latest/svg/1f682.svg,
🚌,1f68c.svg,emoji_images/1f68c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f68c.svg,
🚏,1f68f.svg,emoji_images/1f68f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f68f.svg,
🚘,1f698.svg,emoji_images/1f698.svg,https://twemoji.maxcdn.com/v/latest/svg/1f698.svg,
🚚,1f69a.svg,emoji_images/1f69a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f69a.svg,
🚜,1f69c.svg,emoji_images/1f69c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f69c.svg,
🚤,1f6a4.svg,emoji_images/1f6a4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6a4.svg,
🚧,1f6a7.svg,emoji_images/1f6a7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6a7.svg,
🚨,1f6a8.svg,emoji_images/1f6a8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6a8.svg,
🚩,1f6a9.svg,emoji_images/1f6a9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6a9.svg,
🚪,1f6aa.svg,emoji_images/1f6aa.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6aa.svg,
🚲,1f6b2.svg,emoji_images/1f6b2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6b2.svg,
🚶\u200d♂️,1f6b6-1f3fb-200d-2640-fe0f.svg,emoji_images/1f6b6-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6b6-1f3fb-200d-2640-fe0f.svg,
🚽,1f6bd.svg,emoji_images/1f6bd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6bd.svg,
🛁,1f6c1.svg,emoji_images/1f6c1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6c1.svg,
🛍️,1f6cd.svg,emoji_images/1f6cd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6cd.svg,
🛏️,1f6cf.svg,emoji_images/1f6cf.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6cf.svg,
🛒,1f6d2.svg,emoji_images/1f6d2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6d2.svg,
🛕,1f6d5.svg,emoji_images/1f6d5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6d5.svg,
🛠,1f6e0.svg,emoji_images/1f6e0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6e0.svg,
🛤,1f6e4.svg,emoji_images/1f6e4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6e4.svg,
🛥,1f6e5.svg,emoji_images/1f6e5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6e5.svg,
🛩,1f6e9.svg,emoji_images/1f6e9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f6e9.svg,
🟣,1f7e3.svg,emoji_images/1f7e3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f7e3.svg,
🤍,1f90d.svg,emoji_images/1f90d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f90d.svg,
🤎,1f90e.svg,emoji_images/1f90e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f90e.svg,
🤑,1f911.svg,emoji_images/1f911.svg,https://twemoji.maxcdn.com/v/latest/svg/1f911.svg,
🤓,1f913.svg,emoji_images/1f913.svg,https://twemoji.maxcdn.com/v/latest/svg/1f913.svg,
🤔,1f914.svg,emoji_images/1f914.svg,https://twemoji.maxcdn.com/v/latest/svg/1f914.svg,
🤖,1f916.svg,emoji_images/1f916.svg,https://twemoji.maxcdn.com/v/latest/svg/1f916.svg,
🤗,1f917.svg,emoji_images/1f917.svg,https://twemoji.maxcdn.com/v/latest/svg/1f917.svg,
🤙,1f919.svg,emoji_images/1f919.svg,https://twemoji.maxcdn.com/v/latest/svg/1f919.svg,
🤙🏻,1f919-1f3fb.svg,emoji_images/1f919-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f919-1f3fb.svg,
🤚,1f91a.svg,emoji_images/1f91a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91a.svg,
🤚🏼,1f91a-1f3fc.svg,emoji_images/1f91a-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91a-1f3fc.svg,
🤝,1f91d.svg,emoji_images/1f91d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91d.svg,
🤞,1f91e.svg,emoji_images/1f91e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91e.svg,
🤞🏻,1f91e-1f3fb.svg,emoji_images/1f91e-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91e-1f3fb.svg,
🤞🏼,1f91e-1f3fc.svg,emoji_images/1f91e-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91e-1f3fc.svg,
🤞🏽,1f91e-1f3fd.svg,emoji_images/1f91e-1f3fd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f91e-1f3fd.svg,
🤠,1f920.svg,emoji_images/1f920.svg,https://twemoji.maxcdn.com/v/latest/svg/1f920.svg,
🤡,1f921.svg,emoji_images/1f921.svg,https://twemoji.maxcdn.com/v/latest/svg/1f921.svg,
🤢,1f922.svg,emoji_images/1f922.svg,https://twemoji.maxcdn.com/v/latest/svg/1f922.svg,
🤣,1f923.svg,emoji_images/1f923.svg,https://twemoji.maxcdn.com/v/latest/svg/1f923.svg,
🤤,1f924.svg,emoji_images/1f924.svg,https://twemoji.maxcdn.com/v/latest/svg/1f924.svg,
🤦,1f926.svg,emoji_images/1f926.svg,https://twemoji.maxcdn.com/v/latest/svg/1f926.svg,
🤦\u200d♂️,1f926-200d-2642-fe0f.svg,emoji_images/1f926-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f926-200d-2642-fe0f.svg,
🤦🏻\u200d♀️,1f926-1f3fb-200d-2640-fe0f.svg,emoji_images/1f926-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f926-1f3fb-200d-2640-fe0f.svg,
🤦🏾\u200d♀️,1f926-1f3fe-200d-2640-fe0f.svg,emoji_images/1f926-1f3fe-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f926-1f3fe-200d-2640-fe0f.svg,
🤧,1f927.svg,emoji_images/1f927.svg,https://twemoji.maxcdn.com/v/latest/svg/1f927.svg,
🤨,1f928.svg,emoji_images/1f928.svg,https://twemoji.maxcdn.com/v/latest/svg/1f928.svg,
🤩,1f929.svg,emoji_images/1f929.svg,https://twemoji.maxcdn.com/v/latest/svg/1f929.svg,
🤪,1f92a.svg,emoji_images/1f92a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f92a.svg,
🤫,1f92b.svg,emoji_images/1f92b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f92b.svg,
🤬,1f92c.svg,emoji_images/1f92c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f92c.svg,
🤭,1f92d.svg,emoji_images/1f92d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f92d.svg,
🤯,1f92f.svg,emoji_images/1f92f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f92f.svg,
🤲,1f932.svg,emoji_images/1f932.svg,https://twemoji.maxcdn.com/v/latest/svg/1f932.svg,
🤶🏻,1f936-1f3fb.svg,emoji_images/1f936-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f936-1f3fb.svg,
🤷\u200d♂️,1f937-200d-2642-fe0f.svg,emoji_images/1f937-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f937-200d-2642-fe0f.svg,
🤷🏼\u200d♀️,1f937-1f3fc-200d-2640-fe0f.svg,emoji_images/1f937-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f937-1f3fc-200d-2640-fe0f.svg,
🤷🏽\u200d♀️,1f937-1f3fd-200d-2640-fe0f.svg,emoji_images/1f937-1f3fd-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f937-1f3fd-200d-2640-fe0f.svg,
🤺,1f93a.svg,emoji_images/1f93a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f93a.svg,
🥀,1f940.svg,emoji_images/1f940.svg,https://twemoji.maxcdn.com/v/latest/svg/1f940.svg,
🥁,1f941.svg,emoji_images/1f941.svg,https://twemoji.maxcdn.com/v/latest/svg/1f941.svg,
🥂,1f942.svg,emoji_images/1f942.svg,https://twemoji.maxcdn.com/v/latest/svg/1f942.svg,
🥇,1f947.svg,emoji_images/1f947.svg,https://twemoji.maxcdn.com/v/latest/svg/1f947.svg,
🥔,1f954.svg,emoji_images/1f954.svg,https://twemoji.maxcdn.com/v/latest/svg/1f954.svg,
🥕,1f955.svg,emoji_images/1f955.svg,https://twemoji.maxcdn.com/v/latest/svg/1f955.svg,
🥖,1f956.svg,emoji_images/1f956.svg,https://twemoji.maxcdn.com/v/latest/svg/1f956.svg,
🥘,1f958.svg,emoji_images/1f958.svg,https://twemoji.maxcdn.com/v/latest/svg/1f958.svg,
🥚,1f95a.svg,emoji_images/1f95a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f95a.svg,
🥞,1f95e.svg,emoji_images/1f95e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f95e.svg,
🥠,1f960.svg,emoji_images/1f960.svg,https://twemoji.maxcdn.com/v/latest/svg/1f960.svg,
🥥,1f965.svg,emoji_images/1f965.svg,https://twemoji.maxcdn.com/v/latest/svg/1f965.svg,
🥨,1f968.svg,emoji_images/1f968.svg,https://twemoji.maxcdn.com/v/latest/svg/1f968.svg,
🥪,1f96a.svg,emoji_images/1f96a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96a.svg,
🥬,1f96c.svg,emoji_images/1f96c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96c.svg,
🥮,1f96e.svg,emoji_images/1f96e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f96e.svg,
🥰,1f970.svg,emoji_images/1f970.svg,https://twemoji.maxcdn.com/v/latest/svg/1f970.svg,
🥱,1f971.svg,emoji_images/1f971.svg,https://twemoji.maxcdn.com/v/latest/svg/1f971.svg,
🥳,1f973.svg,emoji_images/1f973.svg,https://twemoji.maxcdn.com/v/latest/svg/1f973.svg,
🥴,1f974.svg,emoji_images/1f974.svg,https://twemoji.maxcdn.com/v/latest/svg/1f974.svg,
🥶,1f976.svg,emoji_images/1f976.svg,https://twemoji.maxcdn.com/v/latest/svg/1f976.svg,
🥺,1f97a.svg,emoji_images/1f97a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f97a.svg,
🦁,1f981.svg,emoji_images/1f981.svg,https://twemoji.maxcdn.com/v/latest/svg/1f981.svg,
🦂,1f982.svg,emoji_images/1f982.svg,https://twemoji.maxcdn.com/v/latest/svg/1f982.svg,
🦃,1f983.svg,emoji_images/1f983.svg,https://twemoji.maxcdn.com/v/latest/svg/1f983.svg,
🦄,1f984.svg,emoji_images/1f984.svg,https://twemoji.maxcdn.com/v/latest/svg/1f984.svg,
🦅,1f985.svg,emoji_images/1f985.svg,https://twemoji.maxcdn.com/v/latest/svg/1f985.svg,
🦆,1f986.svg,emoji_images/1f986.svg,https://twemoji.maxcdn.com/v/latest/svg/1f986.svg,
🦇,1f987.svg,emoji_images/1f987.svg,https://twemoji.maxcdn.com/v/latest/svg/1f987.svg,
🦉,1f989.svg,emoji_images/1f989.svg,https://twemoji.maxcdn.com/v/latest/svg/1f989.svg,
🦊,1f98a.svg,emoji_images/1f98a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98a.svg,
🦋,1f98b.svg,emoji_images/1f98b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98b.svg,
🦌,1f98c.svg,emoji_images/1f98c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98c.svg,
🦍,1f98d.svg,emoji_images/1f98d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f98d.svg,
🦑,1f991.svg,emoji_images/1f991.svg,https://twemoji.maxcdn.com/v/latest/svg/1f991.svg,
🦒,1f992.svg,emoji_images/1f992.svg,https://twemoji.maxcdn.com/v/latest/svg/1f992.svg,
🦓,1f993.svg,emoji_images/1f993.svg,https://twemoji.maxcdn.com/v/latest/svg/1f993.svg,
🦔,1f994.svg,emoji_images/1f994.svg,https://twemoji.maxcdn.com/v/latest/svg/1f994.svg,
🦕,1f995.svg,emoji_images/1f995.svg,https://twemoji.maxcdn.com/v/latest/svg/1f995.svg,
🦖,1f996.svg,emoji_images/1f996.svg,https://twemoji.maxcdn.com/v/latest/svg/1f996.svg,
🦗,1f997.svg,emoji_images/1f997.svg,https://twemoji.maxcdn.com/v/latest/svg/1f997.svg,
🦘,1f998.svg,emoji_images/1f998.svg,https://twemoji.maxcdn.com/v/latest/svg/1f998.svg,
🦝,1f99d.svg,emoji_images/1f99d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f99d.svg,
🦥,1f9a5.svg,emoji_images/1f9a5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a5.svg,
🦦,1f9a6.svg,emoji_images/1f9a6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a6.svg,
🦴,1f9b4.svg,emoji_images/1f9b4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9b4.svg,
🧀,1f9c0.svg,emoji_images/1f9c0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c0.svg,
🧁,1f9c1.svg,emoji_images/1f9c1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c1.svg,
🧃,1f9c3.svg,emoji_images/1f9c3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c3.svg,
🧆,1f9c6.svg,emoji_images/1f9c6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9c6.svg,
🧍,1f9cd.svg,emoji_images/1f9cd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd.svg,
🧍\u200d♂️,1f9cd-200d-2642-fe0f.svg,emoji_images/1f9cd-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd-200d-2642-fe0f.svg,
🧍🏾\u200d♀️,1f9cd-1f3fe-200d-2640-fe0f.svg,emoji_images/1f9cd-1f3fe-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9cd-1f3fe-200d-2640-fe0f.svg,
🧐,1f9d0.svg,emoji_images/1f9d0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d0.svg,
🧑\u200d🌾,1f9d1-200d-1f33e.svg,emoji_images/1f9d1-200d-1f33e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d1-200d-1f33e.svg,
🧑🏽\u200d🍳,1f9d1-1f3fd-200d-1f373.svg,emoji_images/1f9d1-1f3fd-200d-1f373.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d1-1f3fd-200d-1f373.svg,
🧙,1f9d9.svg,emoji_images/1f9d9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9.svg,
🧙\u200d♀️,1f9d9-200d-2640-fe0f.svg,emoji_images/1f9d9-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-200d-2640-fe0f.svg,
🧙🏻\u200d♀️,1f9d9-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9d9-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-1f3fb-200d-2640-fe0f.svg,
🧙🏻\u200d♂️,1f9d9-1f3fb-200d-2642-fe0f.svg,emoji_images/1f9d9-1f3fb-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9d9-1f3fb-200d-2642-fe0f.svg,
🧚,1f9da.svg,emoji_images/1f9da.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da.svg,
🧚🏻\u200d♀️,1f9da-200d-2640-fe0f.svg,emoji_images/1f9da-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-200d-2640-fe0f.svg,
🧚🏼\u200d♀️,1f9da-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9da-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-1f3fc-200d-2640-fe0f.svg,
🧚🏽\u200d♀️,1f9da-1f3fd-200d-2640-fe0f.svg,emoji_images/1f9da-1f3fd-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9da-1f3fd-200d-2640-fe0f.svg,
🧛,1f9db.svg,emoji_images/1f9db.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db.svg,
🧛\u200d♀️,1f9db-200d-2640-fe0f.svg,emoji_images/1f9db-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-200d-2640-fe0f.svg,
🧛🏻,1f9db-1f3fb.svg,emoji_images/1f9db-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fb.svg,
🧛🏻\u200d♀️,1f9db-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9db-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fb-200d-2640-fe0f.svg,
🧛🏼,1f9db-1f3fc.svg,emoji_images/1f9db-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fc.svg,
🧛🏼\u200d♀️,1f9db-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9db-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9db-1f3fc-200d-2640-fe0f.svg,
🧜🏻\u200d♀️,1f9dc-1f3fb-200d-2640-fe0f.svg,emoji_images/1f9dc-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dc-1f3fb-200d-2640-fe0f.svg,
🧜🏼\u200d♀️,1f9dc-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9dc-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dc-1f3fc-200d-2640-fe0f.svg,
🧝,1f9dd.svg,emoji_images/1f9dd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd.svg,
🧝🏼\u200d♀️,1f9dd-1f3fc-200d-2640-fe0f.svg,emoji_images/1f9dd-1f3fc-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd-1f3fc-200d-2640-fe0f.svg,
🧝🏽\u200d♀️,1f9dd-1f3fd-200d-2640-fe0f.svg,emoji_images/1f9dd-1f3fd-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9dd-1f3fd-200d-2640-fe0f.svg,
🧟,1f9df.svg,emoji_images/1f9df.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df.svg,
🧟\u200d♀️,1f9df-200d-2640-fe0f.svg,emoji_images/1f9df-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df-200d-2640-fe0f.svg,
🧟\u200d♂️,1f9df-200d-2642-fe0f.svg,emoji_images/1f9df-200d-2642-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9df-200d-2642-fe0f.svg,
🧡,1f9e1.svg,emoji_images/1f9e1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e1.svg,
🧣,1f9e3.svg,emoji_images/1f9e3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e3.svg,
🧥,1f9e5.svg,emoji_images/1f9e5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e5.svg,
🧦,1f9e6.svg,emoji_images/1f9e6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9e6.svg,
🧪,1f9ea.svg,emoji_images/1f9ea.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9ea.svg,
🧱,1f9f1.svg,emoji_images/1f9f1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f1.svg,
🧶,1f9f6.svg,emoji_images/1f9f6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f6.svg,
🧸,1f9f8.svg,emoji_images/1f9f8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f8.svg,
🧹,1f9f9.svg,emoji_images/1f9f9.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9f9.svg,
🧺,1f9fa.svg,emoji_images/1f9fa.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9fa.svg,
🧿,1f9ff.svg,emoji_images/1f9ff.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9ff.svg,
🩰,1fa70.svg,emoji_images/1fa70.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa70.svg,
🩲,1fa72.svg,emoji_images/1fa72.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa72.svg,
🩸,1fa78.svg,emoji_images/1fa78.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa78.svg,
🩹,1fa79.svg,emoji_images/1fa79.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa79.svg,
🪁,1fa81.svg,emoji_images/1fa81.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa81.svg,
🪐,1fa90.svg,emoji_images/1fa90.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa90.svg,
🪑,1fa91.svg,emoji_images/1fa91.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa91.svg,
🪓,1fa93.svg,emoji_images/1fa93.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa93.svg,
