emoji,before path,old_path,image_path,
4️⃣,34-20e3.svg,emoji_images/34-20e3.svg,https://twemoji.maxcdn.com/v/latest/svg/34-20e3.svg,https://twemoji.maxcdn.com/v/latest/72x72/2764.png
\U0001f9a4,1f9a4.svg,emoji_images/1f9a4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f9a4.svg,
\U0001f90c🏼,1f90c-1f3fc.svg,emoji_images/1f90c-1f3fc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f90c-1f3fc.svg,
\U0001f972,1f972.svg,emoji_images/1f972.svg,https://twemoji.maxcdn.com/v/latest/svg/1f972.svg,
\U0001f977,1f977.svg,emoji_images/1f977.svg,https://twemoji.maxcdn.com/v/latest/svg/1f977.svg,
\U0001f978,1f978.svg,emoji_images/1f978.svg,https://twemoji.maxcdn.com/v/latest/svg/1f978.svg,
\U0001fa9c,1fa9c.svg,emoji_images/1fa9c.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa9c.svg,
\U0001fa9e,1fa9e.svg,emoji_images/1fa9e.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa9e.svg,
\U0001fa84,1fa84.svg,emoji_images/1fa84.svg,https://twemoji.maxcdn.com/v/latest/svg/1fa84.svg,
\U0001faa6,1faa6.svg,emoji_images/1faa6.svg,https://twemoji.maxcdn.com/v/latest/svg/1faa6.svg,
\U0001faa8,1faa8.svg,emoji_images/1faa8.svg,https://twemoji.maxcdn.com/v/latest/svg/1faa8.svg,
\U0001fab2,1fab2.svg,emoji_images/1fab2.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab2.svg,
\U0001fab3,1fab3.svg,emoji_images/1fab3.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab3.svg,
\U0001fab4,1fab4.svg,emoji_images/1fab4.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab4.svg,
\U0001fab5,1fab5.svg,emoji_images/1fab5.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab5.svg,
\U0001fab6,1fab6.svg,emoji_images/1fab6.svg,https://twemoji.maxcdn.com/v/latest/svg/1fab6.svg,
\U0001fad0,1fad0.svg,emoji_images/1fad0.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad0.svg,
\U0001fad1,1fad1.svg,emoji_images/1fad1.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad1.svg,
\U0001fad6,1fad6.svg,emoji_images/1fad6.svg,https://twemoji.maxcdn.com/v/latest/svg/1fad6.svg,
boy,1f466.svg,emoji_images/1f466.svg,https://twemoji.maxcdn.com/v/latest/svg/1f466.svg,
girl,1f467.svg,emoji_images/1f467.svg,https://twemoji.maxcdn.com/v/latest/svg/1f467.svg,
woman,1f469.svg,emoji_images/1f469.svg,https://twemoji.maxcdn.com/v/latest/svg/1f469.svg,
©️,a9.svg,emoji_images/a9.svg,https://twemoji.maxcdn.com/v/latest/svg/a9.svg,
®,ae.svg,emoji_images/ae.svg,https://twemoji.maxcdn.com/v/latest/svg/ae.svg,
‼,203c.svg,emoji_images/203c.svg,https://twemoji.maxcdn.com/v/latest/svg/203c.svg,
⁉️,2049.svg,emoji_images/2049.svg,https://twemoji.maxcdn.com/v/latest/svg/2049.svg,
™,2122.svg,emoji_images/2122.svg,https://twemoji.maxcdn.com/v/latest/svg/2122.svg,
⏰,23f0.svg,emoji_images/23f0.svg,https://twemoji.maxcdn.com/v/latest/svg/23f0.svg,
▪,25aa.svg,emoji_images/25aa.svg,https://twemoji.maxcdn.com/v/latest/svg/25aa.svg,
▶️,25b6.svg,emoji_images/25b6.svg,https://twemoji.maxcdn.com/v/latest/svg/25b6.svg,
☀️,2600.svg,emoji_images/2600.svg,https://twemoji.maxcdn.com/v/latest/svg/2600.svg,
☁️,2601.svg,emoji_images/2601.svg,https://twemoji.maxcdn.com/v/latest/svg/2601.svg,
☃️,2603.svg,emoji_images/2603.svg,https://twemoji.maxcdn.com/v/latest/svg/2603.svg,
☑️,2611.svg,emoji_images/2611.svg,https://twemoji.maxcdn.com/v/latest/svg/2611.svg,
☔,2614.svg,emoji_images/2614.svg,https://twemoji.maxcdn.com/v/latest/svg/2614.svg,
☕,2615.svg,emoji_images/2615.svg,https://twemoji.maxcdn.com/v/latest/svg/2615.svg,
☠️,2620.svg,emoji_images/2620.svg,https://twemoji.maxcdn.com/v/latest/svg/2620.svg,
☮️,262e.svg,emoji_images/262e.svg,https://twemoji.maxcdn.com/v/latest/svg/262e.svg,
☹️,2639.svg,emoji_images/2639.svg,https://twemoji.maxcdn.com/v/latest/svg/2639.svg,
☺,263a.svg,emoji_images/263a.svg,https://twemoji.maxcdn.com/v/latest/svg/263a.svg,
♥,2665.svg,emoji_images/2665.svg,https://twemoji.maxcdn.com/v/latest/svg/2665.svg,
♻️,267b.svg,emoji_images/267b.svg,https://twemoji.maxcdn.com/v/latest/svg/267b.svg,
⚓,2693.svg,emoji_images/2693.svg,https://twemoji.maxcdn.com/v/latest/svg/2693.svg,
⚔️,2694.svg,emoji_images/2694.svg,https://twemoji.maxcdn.com/v/latest/svg/2694.svg,
⚜️,269c.svg,emoji_images/269c.svg,https://twemoji.maxcdn.com/v/latest/svg/269c.svg,
⚠️,26a0.svg,emoji_images/26a0.svg,https://twemoji.maxcdn.com/v/latest/svg/26a0.svg,
⚡,26a1.svg,emoji_images/26a1.svg,https://twemoji.maxcdn.com/v/latest/svg/26a1.svg,
⚰️,26b0.svg,emoji_images/26b0.svg,https://twemoji.maxcdn.com/v/latest/svg/26b0.svg,
⛄,26c4.svg,emoji_images/26c4.svg,https://twemoji.maxcdn.com/v/latest/svg/26c4.svg,
⛅,26c5.svg,emoji_images/26c5.svg,https://twemoji.maxcdn.com/v/latest/svg/26c5.svg,
⛈,26c8.svg,emoji_images/26c8.svg,https://twemoji.maxcdn.com/v/latest/svg/26c8.svg,
⛏,26cf.svg,emoji_images/26cf.svg,https://twemoji.maxcdn.com/v/latest/svg/26cf.svg,
⛩️,26e9.svg,emoji_images/26e9.svg,https://twemoji.maxcdn.com/v/latest/svg/26e9.svg,
⛪,26ea.svg,emoji_images/26ea.svg,https://twemoji.maxcdn.com/v/latest/svg/26ea.svg,
⛰,26f0.svg,emoji_images/26f0.svg,https://twemoji.maxcdn.com/v/latest/svg/26f0.svg,
⛱,26f1.svg,emoji_images/26f1.svg,https://twemoji.maxcdn.com/v/latest/svg/26f1.svg,
⛲,26f2.svg,emoji_images/26f2.svg,https://twemoji.maxcdn.com/v/latest/svg/26f2.svg,
⛴,26f4.svg,emoji_images/26f4.svg,https://twemoji.maxcdn.com/v/latest/svg/26f4.svg,
⛵,26f5.svg,emoji_images/26f5.svg,https://twemoji.maxcdn.com/v/latest/svg/26f5.svg,
⛹🏻\u200d♀️,26f9-1f3fb-200d-2640-fe0f.svg,emoji_images/26f9-1f3fb-200d-2640-fe0f.svg,https://twemoji.maxcdn.com/v/latest/svg/26f9-1f3fb-200d-2640-fe0f.svg,
⛺,26fa.svg,emoji_images/26fa.svg,https://twemoji.maxcdn.com/v/latest/svg/26fa.svg,
✅,2705.svg,emoji_images/2705.svg,https://twemoji.maxcdn.com/v/latest/svg/2705.svg,
✈️,2708.svg,emoji_images/2708.svg,https://twemoji.maxcdn.com/v/latest/svg/2708.svg,
✊,270a.svg,emoji_images/270a.svg,https://twemoji.maxcdn.com/v/latest/svg/270a.svg,
✊🏾,270a-1f3fe.svg,emoji_images/270a-1f3fe.svg,https://twemoji.maxcdn.com/v/latest/svg/270a-1f3fe.svg,
✋🏻,270b-1f3fb.svg,emoji_images/270b-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/270b-1f3fb.svg,
✌,270c.svg,emoji_images/270c.svg,https://twemoji.maxcdn.com/v/latest/svg/270c.svg,
✌🏻,,emoji_images/270c.svg,https://twemoji.maxcdn.com/v/latest/svg/,
✌🏽,270c-1f3fd.svg,emoji_images/270c-1f3fd.svg,https://twemoji.maxcdn.com/v/latest/svg/270c-1f3fd.svg,
✔️,2714.svg,emoji_images/2714.svg,https://twemoji.maxcdn.com/v/latest/svg/2714.svg,
✝,271d.svg,emoji_images/271d.svg,https://twemoji.maxcdn.com/v/latest/svg/271d.svg,
✨,2728.svg,emoji_images/2728.svg,https://twemoji.maxcdn.com/v/latest/svg/2728.svg,
❄️,2744.svg,emoji_images/2744.svg,https://twemoji.maxcdn.com/v/latest/svg/2744.svg,
❇️,,emoji_images/2744.svg,https://twemoji.maxcdn.com/v/latest/svg/,
❕,2755.svg,emoji_images/2755.svg,https://twemoji.maxcdn.com/v/latest/svg/2755.svg,
❣️,2763.svg,emoji_images/2763.svg,https://twemoji.maxcdn.com/v/latest/svg/2763.svg,
❤️,2764.svg,emoji_images/2764.svg,https://twemoji.maxcdn.com/v/latest/svg/2764.svg,
❤️\u200d🔥,2764-fe0f-200d-1f525.svg,emoji_images/2764-fe0f-200d-1f525.svg,https://twemoji.maxcdn.com/v/latest/svg/2764-fe0f-200d-1f525.svg,
❤️\u200d🩹,2764-fe0f-200d-1fa79.svg,emoji_images/2764-fe0f-200d-1fa79.svg,https://twemoji.maxcdn.com/v/latest/svg/2764-fe0f-200d-1fa79.svg,
➡️,27a1.svg,emoji_images/27a1.svg,https://twemoji.maxcdn.com/v/latest/svg/27a1.svg,
⤵️,2935.svg,emoji_images/2935.svg,https://twemoji.maxcdn.com/v/latest/svg/2935.svg,
⬇️,2b07.svg,emoji_images/2b07.svg,https://twemoji.maxcdn.com/v/latest/svg/2b07.svg,
⭐,2b50.svg,emoji_images/2b50.svg,https://twemoji.maxcdn.com/v/latest/svg/2b50.svg,
⭕,2b55.svg,emoji_images/2b55.svg,https://twemoji.maxcdn.com/v/latest/svg/2b55.svg,
🃏,1f0cf.svg,emoji_images/1f0cf.svg,https://twemoji.maxcdn.com/v/latest/svg/1f0cf.svg,
🇬🇧,1f1ec-1f1e7.svg,emoji_images/1f1ec-1f1e7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ec-1f1e7.svg,
🇮🇳,1f1ee-1f1f3.svg,emoji_images/1f1ee-1f1f3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ee-1f1f3.svg,
🇯🇲,1f1ef-1f1f2.svg,emoji_images/1f1ef-1f1f2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ef-1f1f2.svg,
🇯🇵,1f1ef-1f1f5.svg,emoji_images/1f1ef-1f1f5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1ef-1f1f5.svg,
🇲🇽,1f1f2-1f1fd.svg,emoji_images/1f1f2-1f1fd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1f2-1f1fd.svg,
🇳🇿,1f1f3-1f1ff.svg,emoji_images/1f1f3-1f1ff.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1f3-1f1ff.svg,
🇺🇸,1f1fa-1f1f8.svg,emoji_images/1f1fa-1f1f8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f1fa-1f1f8.svg,
🌃,1f303.svg,emoji_images/1f303.svg,https://twemoji.maxcdn.com/v/latest/svg/1f303.svg,
🌄,1f304.svg,emoji_images/1f304.svg,https://twemoji.maxcdn.com/v/latest/svg/1f304.svg,
🌅,1f305.svg,emoji_images/1f305.svg,https://twemoji.maxcdn.com/v/latest/svg/1f305.svg,
🌈,1f308.svg,emoji_images/1f308.svg,https://twemoji.maxcdn.com/v/latest/svg/1f308.svg,
🌊,1f30a.svg,emoji_images/1f30a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f30a.svg,
🌌,1f30c.svg,emoji_images/1f30c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f30c.svg,
🌒,1f312.svg,emoji_images/1f312.svg,https://twemoji.maxcdn.com/v/latest/svg/1f312.svg,
🌔,1f314.svg,emoji_images/1f314.svg,https://twemoji.maxcdn.com/v/latest/svg/1f314.svg,
🌕,1f315.svg,emoji_images/1f315.svg,https://twemoji.maxcdn.com/v/latest/svg/1f315.svg,
🌖,1f316.svg,emoji_images/1f316.svg,https://twemoji.maxcdn.com/v/latest/svg/1f316.svg,
🌘,1f318.svg,emoji_images/1f318.svg,https://twemoji.maxcdn.com/v/latest/svg/1f318.svg,
🌙,1f319.svg,emoji_images/1f319.svg,https://twemoji.maxcdn.com/v/latest/svg/1f319.svg,
🌚,1f31a.svg,emoji_images/1f31a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31a.svg,
🌛,1f31b.svg,emoji_images/1f31b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31b.svg,
🌜,1f31c.svg,emoji_images/1f31c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31c.svg,
🌝,1f31d.svg,emoji_images/1f31d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31d.svg,
🌞,1f31e.svg,emoji_images/1f31e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31e.svg,
🌟,1f31f.svg,emoji_images/1f31f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f31f.svg,
🌠,1f320.svg,emoji_images/1f320.svg,https://twemoji.maxcdn.com/v/latest/svg/1f320.svg,
🌥,1f325.svg,emoji_images/1f325.svg,https://twemoji.maxcdn.com/v/latest/svg/1f325.svg,
🌧,1f327.svg,emoji_images/1f327.svg,https://twemoji.maxcdn.com/v/latest/svg/1f327.svg,
🌨,1f328.svg,emoji_images/1f328.svg,https://twemoji.maxcdn.com/v/latest/svg/1f328.svg,
🌩,1f329.svg,emoji_images/1f329.svg,https://twemoji.maxcdn.com/v/latest/svg/1f329.svg,
🌬,1f32c.svg,emoji_images/1f32c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f32c.svg,
🌰,1f330.svg,emoji_images/1f330.svg,https://twemoji.maxcdn.com/v/latest/svg/1f330.svg,
🌱,1f331.svg,emoji_images/1f331.svg,https://twemoji.maxcdn.com/v/latest/svg/1f331.svg,
🌲,1f332.svg,emoji_images/1f332.svg,https://twemoji.maxcdn.com/v/latest/svg/1f332.svg,
🌳,1f333.svg,emoji_images/1f333.svg,https://twemoji.maxcdn.com/v/latest/svg/1f333.svg,
🌴,1f334.svg,emoji_images/1f334.svg,https://twemoji.maxcdn.com/v/latest/svg/1f334.svg,
🌵,1f335.svg,emoji_images/1f335.svg,https://twemoji.maxcdn.com/v/latest/svg/1f335.svg,
🌷,1f337.svg,emoji_images/1f337.svg,https://twemoji.maxcdn.com/v/latest/svg/1f337.svg,
🌸,1f338.svg,emoji_images/1f338.svg,https://twemoji.maxcdn.com/v/latest/svg/1f338.svg,
🌹,1f339.svg,emoji_images/1f339.svg,https://twemoji.maxcdn.com/v/latest/svg/1f339.svg,
🌺,1f33a.svg,emoji_images/1f33a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33a.svg,
🌻,1f33b.svg,emoji_images/1f33b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33b.svg,
🌼,1f33c.svg,emoji_images/1f33c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33c.svg,
🌽,1f33d.svg,emoji_images/1f33d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33d.svg,
🌾,1f33e.svg,emoji_images/1f33e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33e.svg,
🌿,1f33f.svg,emoji_images/1f33f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f33f.svg,
🍀,1f340.svg,emoji_images/1f340.svg,https://twemoji.maxcdn.com/v/latest/svg/1f340.svg,
🍁,1f341.svg,emoji_images/1f341.svg,https://twemoji.maxcdn.com/v/latest/svg/1f341.svg,
🍂,1f342.svg,emoji_images/1f342.svg,https://twemoji.maxcdn.com/v/latest/svg/1f342.svg,
🍃,1f343.svg,emoji_images/1f343.svg,https://twemoji.maxcdn.com/v/latest/svg/1f343.svg,
🍄,1f344.svg,emoji_images/1f344.svg,https://twemoji.maxcdn.com/v/latest/svg/1f344.svg,
🍅,1f345.svg,emoji_images/1f345.svg,https://twemoji.maxcdn.com/v/latest/svg/1f345.svg,
🍆,1f346.svg,emoji_images/1f346.svg,https://twemoji.maxcdn.com/v/latest/svg/1f346.svg,
🍊,1f34a.svg,emoji_images/1f34a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34a.svg,
🍋,1f34b.svg,emoji_images/1f34b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34b.svg,
🍌,1f34c.svg,emoji_images/1f34c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34c.svg,
🍍,1f34d.svg,emoji_images/1f34d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34d.svg,
🍎,1f34e.svg,emoji_images/1f34e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f34e.svg,
🍐,1f350.svg,emoji_images/1f350.svg,https://twemoji.maxcdn.com/v/latest/svg/1f350.svg,
🍑,1f351.svg,emoji_images/1f351.svg,https://twemoji.maxcdn.com/v/latest/svg/1f351.svg,
🍒,1f352.svg,emoji_images/1f352.svg,https://twemoji.maxcdn.com/v/latest/svg/1f352.svg,
🍓,1f353.svg,emoji_images/1f353.svg,https://twemoji.maxcdn.com/v/latest/svg/1f353.svg,
🍕,1f355.svg,emoji_images/1f355.svg,https://twemoji.maxcdn.com/v/latest/svg/1f355.svg,
🍛,1f35b.svg,emoji_images/1f35b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f35b.svg,
🍟,1f35f.svg,emoji_images/1f35f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f35f.svg,
🍣,1f363.svg,emoji_images/1f363.svg,https://twemoji.maxcdn.com/v/latest/svg/1f363.svg,
🍨,1f368.svg,emoji_images/1f368.svg,https://twemoji.maxcdn.com/v/latest/svg/1f368.svg,
🍩,1f369.svg,emoji_images/1f369.svg,https://twemoji.maxcdn.com/v/latest/svg/1f369.svg,
🍪,1f36a.svg,emoji_images/1f36a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36a.svg,
🍫,1f36b.svg,emoji_images/1f36b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36b.svg,
🍬,1f36c.svg,emoji_images/1f36c.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36c.svg,
🍭,1f36d.svg,emoji_images/1f36d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36d.svg,
🍯,1f36f.svg,emoji_images/1f36f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f36f.svg,
🍰,1f370.svg,emoji_images/1f370.svg,https://twemoji.maxcdn.com/v/latest/svg/1f370.svg,
🍲,1f372.svg,emoji_images/1f372.svg,https://twemoji.maxcdn.com/v/latest/svg/1f372.svg,
🍳,1f373.svg,emoji_images/1f373.svg,https://twemoji.maxcdn.com/v/latest/svg/1f373.svg,
🍵,1f375.svg,emoji_images/1f375.svg,https://twemoji.maxcdn.com/v/latest/svg/1f375.svg,
🍶,1f376.svg,emoji_images/1f376.svg,https://twemoji.maxcdn.com/v/latest/svg/1f376.svg,
🍷,1f377.svg,emoji_images/1f377.svg,https://twemoji.maxcdn.com/v/latest/svg/1f377.svg,
🍸,1f378.svg,emoji_images/1f378.svg,https://twemoji.maxcdn.com/v/latest/svg/1f378.svg,
🍹,1f379.svg,emoji_images/1f379.svg,https://twemoji.maxcdn.com/v/latest/svg/1f379.svg,
🍽,1f37d.svg,emoji_images/1f37d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f37d.svg,
🎀,1f380.svg,emoji_images/1f380.svg,https://twemoji.maxcdn.com/v/latest/svg/1f380.svg,
🎁,1f381.svg,emoji_images/1f381.svg,https://twemoji.maxcdn.com/v/latest/svg/1f381.svg,
🎂,1f382.svg,emoji_images/1f382.svg,https://twemoji.maxcdn.com/v/latest/svg/1f382.svg,
🎃,1f383.svg,emoji_images/1f383.svg,https://twemoji.maxcdn.com/v/latest/svg/1f383.svg,
🎄,1f384.svg,emoji_images/1f384.svg,https://twemoji.maxcdn.com/v/latest/svg/1f384.svg,
🎅,1f385.svg,emoji_images/1f385.svg,https://twemoji.maxcdn.com/v/latest/svg/1f385.svg,
🎅🏻,1f385-1f3fb.svg,emoji_images/1f385-1f3fb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f385-1f3fb.svg,
🎆,1f386.svg,emoji_images/1f386.svg,https://twemoji.maxcdn.com/v/latest/svg/1f386.svg,
🎈,1f388.svg,emoji_images/1f388.svg,https://twemoji.maxcdn.com/v/latest/svg/1f388.svg,
🎉,1f389.svg,emoji_images/1f389.svg,https://twemoji.maxcdn.com/v/latest/svg/1f389.svg,
🎊,1f38a.svg,emoji_images/1f38a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38a.svg,
🎋,1f38b.svg,emoji_images/1f38b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38b.svg,
🎍,1f38d.svg,emoji_images/1f38d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f38d.svg,
🎗,1f397.svg,emoji_images/1f397.svg,https://twemoji.maxcdn.com/v/latest/svg/1f397.svg,
🎙️,1f399.svg,emoji_images/1f399.svg,https://twemoji.maxcdn.com/v/latest/svg/1f399.svg,
🎟,1f39f.svg,emoji_images/1f39f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f39f.svg,
🎠,1f3a0.svg,emoji_images/1f3a0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a0.svg,
🎡,1f3a1.svg,emoji_images/1f3a1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a1.svg,
🎣,1f3a3.svg,emoji_images/1f3a3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a3.svg,
🎤,1f3a4.svg,emoji_images/1f3a4.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a4.svg,
🎥,1f3a5.svg,emoji_images/1f3a5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a5.svg,
🎧,1f3a7.svg,emoji_images/1f3a7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a7.svg,
🎨,1f3a8.svg,emoji_images/1f3a8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3a8.svg,
🎬,1f3ac.svg,emoji_images/1f3ac.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ac.svg,
🎮,1f3ae.svg,emoji_images/1f3ae.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ae.svg,
🎲,1f3b2.svg,emoji_images/1f3b2.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b2.svg,
🎳,1f3b3.svg,emoji_images/1f3b3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b3.svg,
🎵,1f3b5.svg,emoji_images/1f3b5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b5.svg,
🎶,1f3b6.svg,emoji_images/1f3b6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b6.svg,
🎸,1f3b8.svg,emoji_images/1f3b8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3b8.svg,
🎻,1f3bb.svg,emoji_images/1f3bb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3bb.svg,
🎼,1f3bc.svg,emoji_images/1f3bc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3bc.svg,
🏁,1f3c1.svg,emoji_images/1f3c1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3c1.svg,
🏃,1f3c3.svg,emoji_images/1f3c3.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3c3.svg,
🏕,1f3d5.svg,emoji_images/1f3d5.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d5.svg,
🏖,1f3d6.svg,emoji_images/1f3d6.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d6.svg,
🏘,1f3d8.svg,emoji_images/1f3d8.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3d8.svg,
🏛,1f3db.svg,emoji_images/1f3db.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3db.svg,
🏜,1f3dc.svg,emoji_images/1f3dc.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3dc.svg,
🏝,1f3dd.svg,emoji_images/1f3dd.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3dd.svg,
🏠,1f3e0.svg,emoji_images/1f3e0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3e0.svg,
🏡,1f3e1.svg,emoji_images/1f3e1.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3e1.svg,
🏪,1f3ea.svg,emoji_images/1f3ea.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ea.svg,
🏫,1f3eb.svg,emoji_images/1f3eb.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3eb.svg,
🏮,1f3ee.svg,emoji_images/1f3ee.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ee.svg,
🏯,1f3ef.svg,emoji_images/1f3ef.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3ef.svg,
🏰,1f3f0.svg,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3f0.svg,
🏳️\u200d⚧️,,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🏴\u200d☠️,,emoji_images/1f3f0.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🏷,1f3f7.svg,emoji_images/1f3f7.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3f7.svg,
🏺,1f3fa.svg,emoji_images/1f3fa.svg,https://twemoji.maxcdn.com/v/latest/svg/1f3fa.svg,
🐁,1f401.svg,emoji_images/1f401.svg,https://twemoji.maxcdn.com/v/latest/svg/1f401.svg,
🐇,1f407.svg,emoji_images/1f407.svg,https://twemoji.maxcdn.com/v/latest/svg/1f407.svg,
🐈,1f408.svg,emoji_images/1f408.svg,https://twemoji.maxcdn.com/v/latest/svg/1f408.svg,
🐈\u200d⬛,,emoji_images/1f408.svg,https://twemoji.maxcdn.com/v/latest/svg/,
🐏,1f40f.svg,emoji_images/1f40f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f40f.svg,
🐐,1f410.svg,emoji_images/1f410.svg,https://twemoji.maxcdn.com/v/latest/svg/1f410.svg,
🐑,1f411.svg,emoji_images/1f411.svg,https://twemoji.maxcdn.com/v/latest/svg/1f411.svg,
🐕,1f415.svg,emoji_images/1f415.svg,https://twemoji.maxcdn.com/v/latest/svg/1f415.svg,
🐘,1f418.svg,emoji_images/1f418.svg,https://twemoji.maxcdn.com/v/latest/svg/1f418.svg,
🐙,1f419.svg,emoji_images/1f419.svg,https://twemoji.maxcdn.com/v/latest/svg/1f419.svg,
🐚,1f41a.svg,emoji_images/1f41a.svg,https://twemoji.maxcdn.com/v/latest/svg/1f41a.svg,
🐛,1f41b.svg,emoji_images/1f41b.svg,https://twemoji.maxcdn.com/v/latest/svg/1f41b.svg,
🐝,1f41d.svg,emoji_images/1f41d.svg,https://twemoji.maxcdn.com/v/latest/svg/1f41d.svg,
🐞,1f41e.svg,emoji_images/1f41e.svg,https://twemoji.maxcdn.com/v/latest/svg/1f41e.svg,
🐟,1f41f.svg,emoji_images/1f41f.svg,https://twemoji.maxcdn.com/v/latest/svg/1f41f.svg,
🐠,1f420.svg,emoji_images/1f420.svg,https://twemoji.maxcdn.com/v/latest/svg/1f420.svg,
🐡,1f421.svg,emoji_images/1f421.svg,https://twemoji.maxcdn.com/v/latest/svg/1f421.svg,
🐢,1f422.svg,emoji_images/1f422.svg,https://twemoji.maxcdn.com/v/latest/svg/1f422.svg,
🐣,1f423.svg,emoji_images/1f423.svg,https://twemoji.maxcdn.com/v/latest/svg/1f423.svg,
🐦,1f426.svg,emoji_images/1f426.svg,https://twemoji.maxcdn.com/v/latest/svg/1f426.svg,
🐧,1f427.svg,emoji_images/1f427.svg,https://twemoji.maxcdn.com/v/latest/svg/1f427.svg,
🐨,1f428.svg,emoji_images/1f428.svg,https://twemoji.maxcdn.com/v/latest/svg/1f428.svg,
